Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
98,Devonta Freeman,ATL,RB,2,14,68,4.9,0,7,5,23,0,0,0,7,14.1
99,Alex Armah,CAR,RB,13,8,14,1.8,2,0,0,0,0,0,0,1,13.4
100,Andy Janovich,DEN,FB,13,2,5,2.5,0,7,5,71,0,0,0,1,12.6
101,Mark Walton,CIN,RB,11,14,34,2.4,0,8,5,41,0,0,0,1.1,12.5
102,Elijhaa Penny,NYG,RB,9,6,23,3.8,0,7,6,39,0,0,0,1.4,12.2
103,Deandre Washington,OAK,RB,7,24,85,3.5,0,1,1,9,0,1,1,1.3,9.4
104,Patrick DiMarco,BUF,FB,13,0,0,0,0,4,3,62,0,0,0,0.7,9.2
105,Tommy Bohanon,JAX,FB,13,1,0,0,0,8,5,34,0,0,0,0.6,8.4
106,Kalen Ballage,MIA,RB,9,8,11,1.4,0,5,5,18,0,0,0,0.9,7.9
107,Kenjon Barner,CAR,RB,7,19,71,3.7,0,0,0,0,0,1,0,1,7.1
107,Roc Thomas,MIN,RB,5,8,30,3.8,0,4,2,21,0,0,0,1.4,7.1
109,Mike Boone,MIN,RB,7,11,47,4.3,0,3,2,1,0,0,0,1,6.8
110,Roosevelt Nix,PIT,RB,13,0,0,0,0,4,3,36,0,0,0,0.5,6.6
111,Tyler Ervin,HOU,RB,9,0,0,0,0,4,3,35,0,1,0,0.7,6.5
112,Shaun Wilson,TB,RB,5,6,29,4.8,0,5,3,5,0,0,0,1.3,6.4
113,Keith Smith,OAK,FB,13,1,0,0,0,5,4,22,0,0,0,0.5,6.2
114,Samaje Perine,WAS,RB,4,5,25,5,0,4,3,5,0,0,0,1.5,6
115,Tre Madden,SEA,RB,11,3,3,1,0,3,2,35,0,0,0,0.5,5.8
116,TJ Logan,ARI,RB,7,1,5,5,0,3,3,19,0,0,0,0.8,5.4
117,Mike Gillislee,NO,RB,4,16,43,2.7,0,1,1,9,0,1,1,1.3,5.2
117,Byron Marshall,WAS,RB,3,3,9,3,0,4,3,13,0,0,0,1.7,5.2
119,CJ Prosise,SEA,RB,5,1,-3,-3,0,3,3,22,0,0,0,1,4.9
119,Ameer Abdullah,MIN,RB,7,1,1,1,0,4,3,28,0,1,1,0.7,4.9
121,Dwayne Washington,NO,RB,5,16,46,2.9,0,0,0,0,0,0,0,0.9,4.6
122,Jeremy Hill,NE,RB,1,4,25,6.2,0,1,1,6,0,0,0,4.1,4.1
122,De'Lance Turner,BAL,RB,4,1,4,4,0,2,2,17,0,0,0,1,4.1
124,Derrick Coleman,ARI,FB,13,2,3,1.5,0,3,2,17,0,0,0,0.3,4
125,Nick Bellore,DET,RB,12,1,0,0,0,3,3,7,0,0,0,0.3,3.7
126,Jamaal Charles,JAX,RB,2,6,7,1.2,0,3,2,7,0,0,0,1.7,3.4
127,Jamize Olawale,DAL,FB,13,0,0,0,0,2,2,13,0,0,0,0.3,3.3
128,Alan Cross,TB,FB,13,0,0,0,0,5,2,9,0,0,0,0.2,2.9
129,Benjamin Cunningham,CHI,RB,12,4,8,2,0,2,1,9,0,0,0,0.2,2.7
129,Ricky Ortiz,ATL,RB,10,0,0,0,0,3,2,7,0,0,0,0.3,2.7
131,Justin Davis,LAR,RB,9,1,19,19,0,0,0,0,0,0,0,0.2,1.9
132,Darrel Williams,KC,RB,2,0,0,0,0,1,1,8,0,0,0,0.9,1.8
133,Jonathan Stewart,NYG,RB,3,6,17,2.8,0,0,0,0,0,0,0,0.6,1.7
134,David Fluellen,TEN,RB,7,4,16,4,0,0,0,0,0,0,0,0.2,1.6
134,Michael Burton,CHI,FB,7,0,0,0,0,1,1,6,0,0,0,0.2,1.6
136,Detrez Newsome,LAC,RB,7,5,15,3,0,0,0,0,0,0,0,0.2,1.5
136,Brandon Wilds,JAX,RB,3,6,15,2.5,0,0,0,0,0,0,0,0.5,1.5
136,Derek Watt,LAC,FB,13,3,3,1,0,1,1,2,0,0,0,0.1,1.5
139,Robert Turbin,IND,RB,2,4,10,2.5,0,2,1,3,0,1,1,0.6,1.3
140,Jonathan Williams,IND,RB,3,3,0,0,0,1,1,1,0,0,0,0.4,1.1
141,Christine Michael,IND,RB,1,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
142,Rob Kelley,WAS,RB,2,4,8,2,0,0,0,0,0,0,0,0.4,0.8
143,Cameron Artis-Payne,CAR,RB,6,2,6,3,0,0,0,0,0,0,0,0.1,0.6
144,Brian Hill,ATL,RB,6,1,5,5,0,0,0,0,0,0,0,0.1,0.5
145,Jeremy McNichols,IND,RB,1,2,4,2,0,0,0,0,0,0,0,0.4,0.4
146,David Williams,JAX,RB,1,1,2,2,0,0,0,0,0,0,0,0.2,0.2
147,Taiwan Jones,BUF,RB,6,0,0,0,0,2,0,0,0,0,0,0,0
147,Senorise Perry,MIA,RB,13,0,0,0,0,0,0,0,0,0,0,0,0
147,Tra Carson,GB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0
147,Patrick Ricard,BAL,FB,10,0,0,0,0,0,0,0,0,0,0,0,0
147,Shane Smith,NYG,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
147,Gregory Howell Jr.,HOU,RB,12,0,0,0,0,0,0,0,0,0,0,0,0
147,Darius Jackson,GB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
147,John Kelly,LAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Thomas Rawls,CIN,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Dan Vitale,GB,FB,2,0,0,0,0,0,0,0,0,0,0,0,0
147,Dare Ogunbowale,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
147,Matt Dayes,SF,RB,3,0,0,0,0,0,0,0,0,0,0,0,0
147,JD McKissic,SEA,RB,2,0,0,0,0,1,0,0,0,0,0,0,0
147,Trey Edmunds,PIT,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
