Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Todd Gurley,LAR,RB,13,244,1203,4.9,15,68,49,504,4,1,1,27.4,356.7
2,Saquon Barkley,NYG,RB,13,209,1124,5.4,9,96,78,629,4,0,0,27,351.3
3,Christian McCaffrey,CAR,RB,13,179,926,5.2,7,99,86,701,6,4,1,26.2,340.7
4,Ezekiel Elliott,DAL,RB,13,268,1263,4.7,6,81,65,502,3,4,1,24.3,315.5
5,Alvin Kamara,NO,RB,13,173,793,4.6,11,90,70,591,4,1,0,24.1,313.4
6,James Conner,PIT,RB,12,201,909,4.5,12,68,52,467,1,4,2,23.7,284.6
7,Melvin Gordon,LAC,RB,10,153,802,5.2,9,60,44,453,4,1,0,26.4,263.5
8,James White,NE,RB,13,80,342,4.3,4,107,76,674,6,0,0,18.3,237.6
9,Kareem Hunt,KC,RB,11,181,824,4.6,7,35,26,378,7,0,0,21.5,236.2
10,Phillip Lindsay,DEN,RB,13,168,967,5.8,9,39,29,210,1,0,0,16.6,215.7
11,Tarik Cohen,CHI,RB,13,83,384,4.6,2,81,63,679,4,5,2,16.4,213.34
12,David Johnson,ARI,RB,13,220,810,3.7,6,61,43,340,2,3,2,15.9,207
13,Joe Mixon,CIN,RB,11,180,866,4.8,6,48,38,283,1,0,0,18.3,200.9
14,Kenyan Drake,MIA,RB,13,102,463,4.5,4,60,41,366,5,1,1,13.6,176.9
15,Aaron Jones,GB,RB,11,129,720,5.6,8,35,26,206,1,1,1,15.9,174.6
16,Adrian Peterson,WAS,RB,13,202,872,4.3,7,21,17,180,1,3,2,13.4,174.2
17,Nick Chubb,CLE,RB,13,144,760,5.3,8,22,16,150,2,0,0,13.3,173
18,TJ Yeldon,JAX,RB,13,101,408,4,1,75,54,482,4,1,1,13.2,172
19,Lamar Miller,HOU,RB,12,190,909,4.8,4,33,23,163,1,1,1,14.3,171.2
20,Tevin Coleman,ATL,RB,13,138,559,4.1,2,41,31,267,5,2,0,12.2,158.6
21,Austin Ekeler,LAC,RB,13,98,496,5.1,2,52,39,404,3,1,1,12.2,158
22,Matt Breida,SF,RB,12,132,744,5.6,3,25,21,209,2,1,1,12.9,154.3
23,Derrick Henry,TEN,RB,13,145,712,4.9,9,15,12,78,0,1,1,11.3,147.32
24,Isaiah Crowell,NYJ,RB,13,143,685,4.8,6,28,21,152,0,0,0,11.3,146.7
25,Kerryon Johnson,DET,RB,10,118,641,5.4,3,39,32,213,1,1,1,14.6,146.4
26,Dion Lewis,TEN,RB,13,145,477,3.3,1,56,50,348,1,1,1,11,143.5
27,Chris Carson,SEA,RB,11,179,794,4.4,5,17,13,127,0,3,2,12.9,142.1
28,Nyheim Hines,IND,RB,13,76,289,3.8,1,65,52,314,2,1,0,10,130.3
29,Jordan Howard,CHI,RB,13,197,713,3.6,5,21,16,108,0,1,1,10,130.1
30,Marlon Mack,IND,RB,9,131,616,4.7,5,19,12,90,1,0,0,14.3,128.6
31,Jalen Richard,OAK,RB,13,44,238,5.4,0,68,57,483,0,2,1,9.9,128.1
32,Mark Ingram,NO,RB,9,110,519,4.7,5,21,16,136,1,2,1,13.6,122.5
33,Peyton Barber,TB,RB,13,183,677,3.7,4,23,14,73,1,1,1,9.3,121
34,Sony Michel,NE,RB,10,164,706,4.3,5,11,7,50,0,1,1,12.1,120.6
35,Latavius Murray,MIN,RB,13,114,470,4.1,5,24,20,135,0,0,0,8.9,115.5
36,LeSean McCoy,BUF,RB,12,145,479,3.3,2,40,29,210,0,0,0,9.4,112.9
37,Alex Collins,BAL,RB,10,114,411,3.6,7,21,15,105,1,3,3,11.2,111.6
38,Mike Davis,SEA,RB,12,93,418,4.5,3,30,24,139,1,0,0,8.9,106.7
38,Duke Johnson,CLE,RB,13,30,140,4.7,0,47,36,347,3,1,0,8.2,106.7
40,Frank Gore,MIA,RB,13,151,708,4.7,0,16,12,124,1,1,0,8,104.2
41,Theo Riddick,DET,RB,11,25,102,4.1,0,66,55,368,0,0,0,9.3,102
42,Dalvin Cook,MIN,RB,8,87,367,4.2,0,39,32,222,2,2,2,12.6,100.9
43,Leonard Fournette,JAX,RB,6,104,350,3.4,4,17,16,139,1,0,0,15.8,94.9
44,Javorius Allen,BAL,RB,13,41,110,2.7,3,43,35,196,2,1,1,7.3,94.6
45,Ito Smith,ATL,RB,13,81,281,3.5,4,29,25,147,0,1,0,7.1,91.8
46,Carlos Hyde,JAX,RB,12,154,511,3.3,5,14,8,27,0,2,1,7.6,90.8
47,Doug Martin,OAK,RB,13,121,477,3.9,3,19,16,106,0,2,2,6.9,90.3
48,Giovani Bernard,CIN,RB,9,47,197,4.2,3,39,29,185,0,0,0,9.5,85.2
49,Marshawn Lynch,OAK,RB,6,90,376,4.2,3,20,15,84,0,0,0,13.7,82
50,Alfred Blue,HOU,RB,13,134,467,3.5,2,17,12,107,0,0,0,6.3,81.4
51,Corey Clement,PHI,RB,11,68,259,3.8,2,25,22,192,0,4,0,7.4,81.1
52,LeGarrette Blount,DET,RB,13,125,365,2.9,5,10,8,72,0,2,1,6.2,80.7
53,Wendell Smallwood,PHI,RB,13,64,260,4.1,1,25,18,173,2,2,1,6.2,80.3
54,Royce Freeman,DEN,RB,11,102,433,4.2,5,8,5,28,0,1,1,7.3,80.1
55,Spencer Ware,KC,RB,13,51,246,4.8,2,23,20,224,0,0,0,6.1,79
56,Chris Thompson,WAS,RB,7,32,139,4.3,0,44,34,242,1,1,0,11.2,78.1
57,Rashaad Penny,SEA,RB,13,81,413,5.1,2,12,9,75,0,0,0,5.6,72.8
58,Devontae Booker,DEN,RB,13,26,148,5.7,1,36,28,217,0,1,1,5.3,69.5
59,Ty Montgomery,BAL,RB,11,39,175,4.5,1,36,24,226,0,2,1,6.3,69.1
60,Chris Ivory,BUF,RB,12,101,340,3.4,1,20,12,159,0,1,0,5.7,67.9
61,Kyle Juszczyk,SF,FB,13,6,21,3.5,0,37,28,306,1,1,1,5.1,65.7
61,Jacquizz Rodgers,TB,RB,13,28,101,3.6,0,36,29,246,0,1,1,5.1,65.7
63,Jamaal Williams,GB,RB,13,86,310,3.6,1,24,14,91,0,0,0,4.8,62.1
64,Josh Adams,PHI,RB,10,83,412,5,2,8,4,25,0,0,0,6.2,61.7
65,Bilal Powell,NYJ,RB,7,80,343,4.3,0,18,11,110,1,2,1,8.8,61.3
66,Gus Edwards,BAL,RB,8,92,446,4.8,1,1,1,7,0,0,0,7.5,60.3
67,Kapri Bibbs,WAS,RB,10,20,101,5,3,18,13,102,1,1,0,5.7,57.3
68,Jordan Wilkins,IND,RB,13,57,318,5.6,1,15,14,74,0,2,2,4.4,57.2
69,Alfred Morris,SF,RB,11,95,317,3.3,1,13,7,69,0,2,1,4.6,50.6
70,Chase Edmonds,ARI,RB,13,42,152,3.6,2,17,15,76,0,1,0,3.8,49.8
71,Jay Ajayi,PHI,RB,4,45,184,4.1,3,6,5,20,0,1,1,11.1,44.4
72,Jaylen Samuels,PIT,FB,11,23,59,2.6,0,16,14,118,2,1,0,4,43.7
73,Elijah McGuire,NYJ,RB,5,42,158,3.8,1,20,11,90,0,0,0,8.4,41.8
74,Raheem Mostert,SF,RB,9,34,261,7.7,1,7,6,25,0,1,1,4.4,39.6
75,Malcolm Brown,LAR,RB,12,43,212,4.9,0,7,5,52,1,0,0,3.3,39.4
76,Trenton Cannon,NYJ,RB,13,27,80,3,1,18,13,115,0,0,0,3,38.5
77,James Develin,NE,RB,13,6,8,1.3,4,15,9,41,0,0,0,2.9,37.9
78,Jeffery Wilson,SF,RB,3,45,184,4.1,0,12,10,87,0,2,1,12,36.1
79,Marcus Murphy,BUF,RB,10,41,215,5.2,0,19,11,26,0,1,0,3.5,35.1
80,Wayne Gallman,NYG,RB,13,43,141,3.3,0,21,13,82,0,2,1,2.6,34.3
81,Justin Jackson,LAC,RB,6,27,139,5.1,1,5,5,61,0,0,0,5.2,31
82,Kenneth Dixon,BAL,RB,3,29,140,4.8,2,2,2,27,0,1,0,10.2,30.7
83,Damien Williams,KC,RB,11,16,53,3.3,1,10,9,41,1,0,0,2.8,30.4
84,Darren Sproles,PHI,RB,3,10,34,3.4,1,10,7,56,1,0,0,9.3,28
85,Rex Burkhead,NE,RB,5,35,108,3.1,0,10,6,55,0,1,0,4.5,22.3
86,CJ Ham,MIN,RB,13,5,7,1.4,0,15,11,85,0,0,0,1.6,20.2
87,Rod Smith,DAL,RB,13,27,85,3.1,0,9,7,46,0,0,0,1.5,20.1
88,Brandon Bolden,MIA,RB,13,3,70,23.3,2,1,1,0,0,0,0,1.5,20
88,Zach Line,NO,FB,13,4,16,4,0,9,5,14,2,0,0,1.5,20
90,Anthony Sherman,KC,FB,13,1,2,2,0,7,6,77,1,0,0,1.5,19.9
91,CJ Anderson,OAK,RB,9,24,104,4.3,0,3,1,24,1,0,0,2.2,19.8
91,Ronald Jones II,TB,RB,6,23,44,1.9,1,7,6,34,0,0,0,3.3,19.8
93,Corey Grant,JAX,RB,5,13,40,3.1,0,12,9,67,0,0,0,3.9,19.7
94,Taquan Mizzell,CHI,RB,6,7,14,2,0,7,5,42,1,0,0,2.8,16.6
95,Dontrell Hilliard,CLE,RB,8,0,0,0,0,9,8,90,0,0,0,2,16
96,Stevan Ridley,PIT,RB,8,23,60,2.6,1,4,3,18,0,1,1,2,15.8
97,Zach Zenner,DET,RB,5,16,82,5.1,1,1,1,4,0,0,0,3.1,15.6
