Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
66,Tyrell Williams,LAC,WR,13,598,46,74.8,0.3,7.9,5.7,8.2,124.2,20.8
67,Alshon Jeffery,PHI,WR,10,588,58.8,81.6,0,12.6,8.3,12.6,136.2,23.2
68,Jordan Matthews,PHI,WR,11,288,26.2,39.8,0,8.7,6.2,8.7,58.7,20.4
69,Jamison Crowder,WAS,WR,6,290,48.3,40.6,1.4,10.7,7.9,12.1,59.7,20.6
70,Jakeem Grant,MIA,WR,10,282,28.2,37.1,0.4,12.1,7.8,12.4,72.3,25.6
71,Jarvis Landry,CLE,WR,13,787,60.5,87.7,0.3,15.8,9.1,16.1,187.4,23.8
71,Brice Butler,MIA,WR,5,78,15.6,16.2,0,9,6.4,9,15.8,20.3
73,Robby Anderson,NYJ,WR,11,501,45.5,61.9,0.4,12.2,6.6,12.6,104.4,20.8
73,Taywan Taylor,TEN,WR,10,305,30.5,37.6,0,13.8,9.8,13.8,75.7,24.8
73,Ryan Switzer,PIT,WR,13,221,17,24.3,2.3,16.3,15.8,18.6,60.2,27.2
76,Marvin Hall,ATL,WR,13,146,11.2,16.8,1.4,9.6,7.5,11,28.9,19.8
77,Tre'Quan Smith,NO,WR,12,457,38.1,53.3,0,7.7,4.8,7.7,89.1,19.5
77,Terrelle Pryor,BUF,WR,8,277,34.6,41.7,0.4,10.8,6.1,11.2,53.1,19.2
79,Breshad Perriman,CLE,WR,7,139,19.9,32.1,2.2,10.8,9.4,12.9,28.5,20.5
79,Keon Hatcher,OAK,WR,3,6,2,2.2,0,33.3,16.7,33.3,1.8,30
81,Devin Funchess,CAR,WR,12,589,49.1,70.5,0,12.6,7.1,12.6,118.6,20.1
81,Keke Coutee,HOU,WR,6,267,44.5,35.3,1.1,15.4,11.6,16.5,65.7,24.6
83,Demaryius Thomas,HOU,WR,13,682,52.5,77.4,0,11.1,7.3,11.1,141.1,20.7
83,John Ross,CIN,WR,10,434,43.4,62,0.5,9.9,4.6,10.4,73.9,17
85,Larry Fitzgerald,ARI,WR,13,689,53,91.3,0,12.5,7.5,12.5,143.3,20.8
86,Allen Robinson,CHI,WR,11,674,61.3,76.4,0,11.7,6.8,11.7,134.5,20
87,Sterling Shepard,NYG,WR,13,749,57.6,90.5,0.1,10.9,7.3,11.1,151.2,20.2
87,Trey Quinn,WAS,WR,3,107,35.7,33,0.9,9.3,9.3,10.3,22.5,21
89,Martavis Bryant,OAK,WR,8,219,27.4,27.9,1.4,12.3,10,13.7,46.9,21.4
90,Courtland Sutton,DEN,WR,13,616,47.4,72,0.2,10.6,5,10.7,105.1,17.1
90,Cameron Meredith,NO,WR,6,126,21,30.7,0,7.9,7.1,7.9,25.4,20.2
92,Mohamed Sanu,ATL,WR,13,676,52,77.9,0.4,10.4,8.1,10.9,136.9,20.3
93,Seth Roberts,OAK,WR,12,458,38.2,58.6,0.2,11.6,7.9,11.8,90.1,19.7
94,Kendrick Bourne,SF,WR,13,450,34.6,51.3,0,11.3,6.9,11.3,82.9,18.4
95,Randall Cobb,GB,WR,7,373,53.3,59,0,13.1,9.1,13.1,80.6,21.6
95,Devante Parker,MIA,WR,8,311,38.9,58.8,0,12.9,7.1,12.9,60.6,19.5
97,Michael Crabtree,BAL,WR,13,661,50.8,67.9,0,14.1,7.7,14.1,125.7,19
97,Phillip Dorsett,NE,WR,13,332,25.5,36.3,0,11.1,8.1,11.1,64.6,19.5
99,Donte Moncrief,JAX,WR,13,680,52.3,77.9,0,11.8,6.2,11.8,122.4,18
100,Jarius Wright,CAR,WR,13,414,31.8,49.5,0.5,10.4,8,10.9,76.6,18.5
101,Marquez Valdes-Scantling,GB,WR,13,548,42.2,63.7,0.4,9.7,5.7,10,95,17.3
101,Brandon LaFell,OAK,WR,6,233,38.8,45.6,0,6.9,5.2,6.9,37.5,16.1
103,Antonio Callaway,CLE,WR,13,623,47.9,69.5,0.3,10.1,5.8,10.4,100.9,16.2
103,Paul Richardson,WAS,WR,7,368,52.6,76.3,0.5,9.5,6,10.1,59.1,16.1
103,Tim Patrick,DEN,WR,13,228,17.5,26.7,0.9,9.2,5.7,10.1,35.2,15.4
106,Cole Beasley,DAL,WR,13,575,44.2,65.3,0,11.8,8.9,12,113.6,19.8
106,Danny Amendola,MIA,WR,12,560,46.7,73.7,0,11.2,8.9,11.4,108.02,19.3
106,Torrey Smith,CAR,WR,9,295,32.8,35.3,0,9.2,5.4,9.2,47.1,16
106,Bruce Ellington,DET,WR,7,273,39,44.6,0.4,15.4,12.1,16.1,59.6,21.8
110,Chester Rogers,IND,WR,13,465,35.8,50.7,0.2,12.9,9.2,13.1,90.5,19.5
111,Brandon Marshall,NO,WR,7,190,27.1,27.6,0,12.1,5.8,12.1,30.6,16.1
112,Taylor Gabriel,CHI,WR,13,704,54.2,79.8,1.1,11.8,9.2,12.9,135.9,19.3
112,Jordy Nelson,OAK,WR,12,680,56.7,79.3,0.1,8.5,6.2,8.7,113.6,16.7
114,Jake Kumerow,GB,WR,2,11,5.5,7.8,0,18.2,9.1,18.2,2.1,19.1
115,Zay Jones,BUF,WR,13,756,58.2,87.1,0.1,10.3,6.1,10.6,118.1,15.6
115,Willie Snead,BAL,WR,13,657,50.5,67.5,0.2,13.2,8.7,13.4,120.1,18.3
115,Josh Reynolds,LAR,WR,13,431,33.2,48.8,0.5,7.4,4.6,7.9,60.1,13.9
115,Dontrelle Inman,IND,WR,6,247,41.2,52.2,0,10.9,7.7,10.9,43.1,17.4
119,Travis Benjamin,LAC,WR,9,199,22.1,31.9,2,8.5,6.5,10.6,28.4,14.3
120,Doug Baldwin,SEA,WR,10,527,52.7,73.7,0,9.5,7,9.5,87.8,16.7
121,Quincy Enunwa,NYJ,WR,11,525,47.7,71,0.2,13.1,7.4,13.3,87.9,16.7
121,Chad Beebe,MIN,WR,2,42,21,13.8,0,9.5,9.5,9.5,7.9,18.8
123,Pierre Garcon,SF,WR,8,377,47.1,43,0,11.9,6.4,11.9,58.6,15.5
123,Deontay Burnett,NYJ,WR,3,76,25.3,17.5,0,10.5,6.6,10.5,12,15.8
125,Justin Hardy,ATL,WR,13,185,14.2,21.3,0,9.2,5.9,9.2,27.4,14.8
126,Trent Taylor,SF,WR,11,260,23.6,31.7,0,12.7,8.1,12.7,43.7,16.8
127,Zach Pascal,IND,WR,13,400,30.8,43.6,0.5,9,6,9.5,56.5,14.1
128,Nelson Agholor,PHI,WR,13,784,60.3,89.6,0.4,10.5,7.3,11,120,15.3
128,Josh Doctson,WAS,WR,12,694,57.8,88.5,0,9.7,5.6,9.7,97.9,14.1
128,Allen Hurns,DAL,WR,13,418,32.2,47.5,0,7.9,4.3,7.9,53.7,12.8
131,Equanimeous St. Brown,GB,WR,10,277,27.7,38.8,0.4,10.1,5.8,10.5,38.2,13.8
131,Cody Core,CIN,WR,11,207,18.8,30,0,9.7,4.8,9.7,27.4,13.2
131,Damion Ratley,CLE,WR,10,171,17.1,26.5,0,11.7,7.6,11.7,27.4,16
131,Russell Gage,ATL,WR,12,19,1.6,2.2,0,10.5,10.5,10.5,3.6,18.9
135,Chris Conley,KC,WR,13,652,50.2,74.8,0,6.3,4.1,6.3,82.1,12.6
135,Austin Carr,NO,WR,13,263,20.2,30.7,0,4.9,3.4,4.9,30.7,11.7
135,Marcell Ateman,OAK,WR,4,224,56,51,0,10.3,5.4,10.3,30.7,13.7
138,Tajae Sharpe,TEN,WR,13,543,41.8,67,0.2,8.3,4.8,8.5,72.6,13.4
139,Chris Hogan,NE,WR,13,639,49.2,69.8,0,6.4,4.2,6.4,79,12.4
139,Kelvin Benjamin,KC,WR,12,512,42.7,58.3,0,12.1,4.5,12.1,64.4,12.6
141,Keelan Cole,JAX,WR,13,580,44.6,66.4,0,10.3,5.9,10.3,85.6,14.8
141,Michael Gallup,DAL,WR,13,579,44.5,65.8,0,10,4.7,10,73.4,12.7
141,Bennie Fowler,NYG,WR,7,212,30.3,47.7,0,7.5,4.7,7.5,26.9,12.7
141,Corey Coleman,NYG,WR,5,79,15.8,25.5,0,6.3,5.1,6.3,10.3,13
145,Demarcus Robinson,KC,WR,13,308,23.7,35.3,0,8.1,5.5,8.1,40.5,13.1
146,Josh Bellamy,CHI,WR,13,228,17.5,25.9,0,8.3,4.8,8.3,28.1,12.3
146,Shelton Gibson,PHI,WR,13,64,4.9,7.3,0,4.7,1.6,4.7,5.8,9.1
148,Ryan Grant,IND,WR,11,507,46.1,59.6,0,8.7,6.1,8.7,67.9,13.4
149,Laquon Treadwell,MIN,WR,13,507,39,58.7,0,9.9,6.7,9.9,69.5,13.7
149,Maurice Harris,WAS,WR,11,432,39.3,56.4,0.5,10.4,6.7,10.9,60.1,13.9
151,Jermaine Kearse,NYJ,WR,12,530,44.2,70.7,0,12.6,5.8,12.6,67.7,12.8
152,Deonte Thompson,BUF,WR,11,223,20.3,28.5,0,11.7,7.2,11.7,31,13.9
153,Cody Latimer,NYG,WR,4,163,40.8,50.6,0,5.5,3.7,5.5,16.8,10.3
154,Daesean Hamilton,DEN,WR,11,263,23.9,30.8,0,6.5,4.6,6.5,28.8,11
155,Trent Sherfield,ARI,WR,10,182,18.2,27.9,0,7.1,4.4,7.1,19,10.4
155,Darius Jennings,TEN,WR,13,106,8.2,13.1,0,6.6,5.7,7.5,17.34,16.4
157,Richie James,SF,WR,10,127,12.7,18.6,0,6.3,3.9,6.3,13.4,10.6
158,Kevin White,CHI,WR,8,124,15.5,14.1,0,4,2.4,4,10,8.1
159,D.J. Chark,JAX,WR,10,279,27.9,32,0,10.8,5,10.8,30.4,10.9
160,Jawill Davis,NYG,WR,5,51,10.2,9.1,0,11.8,3.9,11.8,4.7,9.2
161,Andre Holmes,DEN,WR,13,301,23.2,34.8,0,7.6,4,7.6,27.7,9.2
162,Malik Turner,SEA,WR,5,39,7.8,9.6,0,7.7,5.1,7.7,4,10.3
163,Auden Tate,CIN,WR,3,40,13.3,23.3,0,22.5,7.5,22.5,5,12.5
164,Chris Moore,BAL,WR,13,380,29.2,39,1.1,5.3,5,6.3,33.6,8.8
164,Chad Williams,ARI,WR,8,350,43.8,46.4,0,8.9,3.1,8.9,28.3,8.1
164,Cameron Batson,TEN,WR,8,169,21.1,34.1,0.6,6.5,5.3,7.1,16.3,9.6
167,Deandre Carter,HOU,WR,11,147,13.4,19.2,0,6.8,6.8,6.8,16.7,11.4
167,Noah Brown,DAL,WR,5,68,13.6,18.2,0,4.4,2.9,4.4,5.1,7.5
167,Terrance Williams,DAL,WR,3,39,13,21.9,0,7.7,5.1,7.7,3.8,9.7
170,Kamar Aiken,PHI,WR,5,131,26.2,16.3,0,5.3,4.6,5.3,11.3,8.6
171,Michael Floyd,WAS,WR,10,208,20.8,33,0,7.2,2.4,7.2,13.2,6.3
172,James Washington,PIT,WR,11,406,36.9,44.6,0,7.1,2.5,7.1,24.8,6.1
172,Neal Sterling,NYJ,WR,5,129,25.8,29.1,0,6.2,4.7,6.2,10.7,8.3
174,Charone Peake,NYJ,WR,10,71,7.1,11.4,0,4.2,2.8,4.2,4.5,6.3
175,Andre Roberts,NYJ,WR,13,103,7.9,12.7,1.9,9.7,5.8,11.7,14.5,14.1
176,Cam Phillips,BUF,WR,2,27,13.5,22.5,0,3.7,3.7,3.7,1.9,7
176,Marcus Kemp,KC,WR,13,21,1.6,2.4,0,9.5,4.8,9.5,1.7,8.1
178,JJ Nelson,ARI,WR,13,198,15.2,26.2,2,9.6,5.6,11.6,13.4,6.8
178,Sammie Coates,HOU,WR,11,37,3.4,4.5,0,5.4,2.7,5.4,2.2,5.9
180,TJ Jones,DET,WR,12,332,27.7,38.1,0,4.2,2.7,4.2,19.3,5.8
180,Vyncint Smith,HOU,WR,5,89,17.8,14.6,0,4.5,1.1,4.5,3.8,4.3
182,Khadarel Hodge,LAR,WR,10,56,5.6,8.1,0,3.6,3.6,3.6,3.7,6.6
183,Jesus Wilson,TB,WR,2,29,14.5,21.5,0,3.4,3.4,3.4,1.8,6.2
184,Nick Williams,LAR,WR,4,69,17.2,10.7,0,5.8,2.9,5.8,3.7,5.4
185,Rashad Greene,JAX,WR,6,79,13.2,13.1,0,7.6,5.1,7.6,6.8,8.6
185,Brandon Powell,DET,WR,3,26,8.7,5.5,0,11.5,3.8,11.5,1.6,6.2
187,Brian Quick,WAS,WR,6,82,13.7,10.7,0,3.7,3.7,3.7,4.8,5.9
188,Josh Malone,CIN,WR,7,59,8.4,7.7,0,6.8,1.7,6.8,2.2,3.7
189,Alex Erickson,CIN,WR,13,253,19.5,30.8,1.2,6.3,4.7,7.5,14.8,5.8
190,Damiere Byrd,CAR,WR,8,44,5.5,7.8,0,4.5,2.3,4.5,1.8,4.1
191,Justin Hunter,PIT,WR,5,123,24.6,17.6,0,10.6,2.4,10.6,5.1,4.1
191,J'mon Moore,GB,WR,9,58,6.4,8.9,0,1.7,1.7,1.7,2,3.4
193,Jeremy Kerley,BUF,WR,1,44,44,68.8,0,9.1,4.5,9.1,2.7,6.1
194,Victor Bolden Jr.,SF,WR,4,65,16.2,23.3,0,6.2,1.5,6.2,2,3.1
195,Rishard Matthews,NYJ,WR,7,140,20,25.3,0,5.7,2.9,5.7,5.7,4.1
195,Andy Jones,DET,WR,4,77,19.2,28.7,0,6.5,2.6,6.5,2.9,3.8
197,Justin Watson,TB,WR,10,62,6.2,8.5,0,3.2,1.6,3.2,1.5,2.4
198,Ray-Ray McCloud,BUF,WR,8,109,13.6,15.9,0.9,4.6,4.6,5.5,5.8,5.3
199,Darrius Heyward-Bey,PIT,WR,11,57,5.2,7.3,1.8,3.5,3.5,5.3,1.2,2.1
200,Justin Hardee,NO,WR,13,0,0,0,0,0,0,0,2,0
200,Mike Wallace,PHI,WR,2,73,36.5,48.3,0,4.1,0,4.1,0,0
200,Markus Wheaton,PHI,WR,1,2,2,2.8,0,0,0,0,0,0
200,Deante Burton,GB,WR,1,0,0,0,0,0,0,0,0,0
200,Matthew Slater,NE,WR,13,15,1.2,1.6,0,0,0,0,0,0
200,Freddie Martino,TB,WR,4,24,6,7.3,0,4.2,0,4.2,0,0
200,Tanner McEvoy,MIA,WR,2,0,0,0,0,0,0,0,0,0
200,Jaydon Mickens,JAX,WR,6,3,0.5,0.8,0,0,0,0,0,0
200,Stacy Coley,NYG,WR,3,19,6.3,7.1,0,5.3,0,5.3,0,0
200,Cam Sims,WAS,WR,1,0,0,0,0,0,0,0,0,0
200,Janarion Grant,BAL,WR,2,20,10,12.1,0,0,0,0,0,0
200,Bradley Marquez,DET,WR,1,7,7,10,0,0,0,0,0,0
200,Pharoh Cooper,LAR,WR,4,5,1.2,1.8,0,20,0,20,0,0
200,Mike Thomas,LAR,WR,1,0,0,0,0,0,0,0,0,0
200,Geremy Davis,LAC,WR,11,54,4.9,7.5,0,1.9,0,1.9,0,0
200,Jojo Natson,LAR,WR,10,19,1.9,2.7,0,0,0,0,0,0
200,Keenan Reynolds,SEA,WR,2,21,10.5,8,0,0,0,0,0,0
200,Daniel Brown,CHI,WR,12,19,1.6,2.3,0,0,0,0,0,0
200,Javon Wims,CHI,WR,3,9,3,1.7,0,11.1,0,11.1,0,0
200,Brandon Tate,NO,WR,1,0,0,0,0,0,0,0,0,0
200,Cayleb Jones,MIN,WR,1,0,0,0,0,0,0,0,0,0
200,Quadree Henderson,NYG,WR,5,0,0,0,0,0,0,0,0,0
200,Tony Lippett,NYG,WR,1,0,0,0,0,0,0,0,0,0
200,River Cracraft,DEN,WR,5,15,3,4.8,0,0,0,0,0,0
200,Lance Lenoir,DAL,WR,5,6,1.2,1.6,0,0,0,0,0,0
200,Trevor Davis,GB,WR,2,0,0,0,0,0,0,0,0,0
200,Saeed Blacknall,OAK,WR,1,16,16,23.5,0,0,0,0,0,0
200,Johnny Holton,OAK,WR,1,5,5,8.6,0,20,0,20,0,0
200,Isaiah Ford,MIA,WR,1,13,13,23.6,0,7.7,0,7.7,0,0
200,Gehrig Dieter,KC,WR,2,16,8,10.2,0,6.2,0,6.2,0,0
200,Darren Waller,OAK,WR,1,4,4,6,0,0,0,0,0,0
200,Kaelin Clay,NYG,WR,2,0,0,0,0,0,0,0,-1,0
232,Rod Streater,CLE,WR,3,23,7.7,9.7,4.3,0,4.3,4.3,-1.1,-4.8
233,Riley McCarron,NE,WR,1,15,15,20,0,6.7,0,6.7,-1,-6.7
234,Jehu Chesson,WAS,WR,5,2,0.4,0.6,50,50,50,100,-0.4,-20
235,JJ Jones,LAC,WR,3,3,1,1,33.3,0,33.3,33.3,-1,-33.3
