Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Adam Thielen,MIN,WR,6,81,58,71.6,712,4,68,8.8,12.3,0,0,0,0,0,0,28.5,171.2
2,Davante Adams,GB,WR,6,71,47,66.2,557,6,51,7.8,11.9,0,0,0,0,0,0,24.1,144.7
3,Tyreek Hill,KC,WR,6,51,34,66.7,567,6,75,11.1,16.7,8,37,4.6,0,0,0,23.7,142.4
4,DeAndre Hopkins,HOU,WR,6,63,44,69.8,657,3,49,10.4,14.9,1,-7,-7,0,1,1,22.5,135
5,Antonio Brown,PIT,WR,6,72,40,55.6,478,6,48,6.6,12,0,0,0,0,0,0,21.6,129.8
6,Julio Jones,ATL,WR,6,69,44,63.8,708,0,58,10.3,16.1,1,11,11,0,0,0,20.8,124.9
7,Juju Smith-Schuster,PIT,WR,6,63,42,66.7,561,2,67,8.9,13.4,0,0,0,0,0,0,20.7,124.1
8,Robert Woods,LAR,WR,6,51,36,70.6,524,3,36,10.3,14.6,7,84,12,0,0,0,20.6,123.8
9,Michael Thomas,NO,WR,5,49,46,93.9,519,3,35,10.6,11.3,0,0,0,0,2,2,24,119.9
10,Emmanuel Sanders,DEN,WR,6,54,40,74.1,501,2,43,9.3,12.5,2,53,26.5,1,0,0,19.9,119.4
11,Odell Beckham Jr,NYG,WR,6,69,45,65.2,506,1,33,7.3,11.2,3,9,3,0,2,1,19.5,116.78
12,AJ Green,CIN,WR,6,55,33,60,494,5,38,9,15,0,0,0,0,2,1,19.1,114.4
13,Stefon Diggs,MIN,WR,6,60,40,66.7,435,3,75,7.2,10.9,5,43,8.6,0,0,0,19,113.8
14,Tyler Boyd,CIN,WR,6,52,37,71.2,455,4,49,8.8,12.3,1,5,5,0,0,0,18.8,113
15,Cooper Kupp,LAR,WR,6,42,30,71.4,438,5,70,10.4,14.6,4,25,6.2,0,0,0,18.2,109.3
16,Mike Evans,TB,WR,5,44,33,75,484,3,51,11,14.7,0,0,0,0,2,1,20.9,104.4
17,Golden Tate,DET,WR,5,51,33,64.7,431,3,67,8.5,13.1,1,9,9,0,0,0,20.2,101
18,DeSean Jackson,TB,WR,5,31,21,67.7,501,3,75,16.2,23.9,1,7,7,0,0,0,19.8,98.8
19,Calvin Ridley,ATL,WR,6,29,22,75.9,349,6,75,12,15.9,3,13,4.3,0,1,0,16.2,97.2
20,Albert Wilson,MIA,WR,6,32,23,71.9,359,4,75,11.2,15.6,6,12,2,0,0,0,15.5,93.18
21,Brandin Cooks,LAR,WR,6,39,28,71.8,505,1,57,12.9,18,2,16,8,0,1,0,15.4,92.1
22,Keenan Allen,LAC,WR,6,51,36,70.6,434,1,25,8.5,12.1,5,46,9.2,0,3,1,15.3,92
23,Tyler Lockett,SEA,WR,6,32,23,71.9,360,5,52,11.2,15.7,3,18,6,0,1,0,15.1,90.8
23,Kenny Golladay,DET,WR,5,41,27,65.9,428,3,60,10.4,15.9,0,0,0,0,0,0,18.2,90.8
25,John Brown,BAL,WR,6,47,21,44.7,424,3,71,9,20.2,2,4,2,0,0,0,14.1,84.8
26,Jarvis Landry,CLE,WR,6,67,31,46.3,392,1,39,5.9,12.6,0,0,0,0,0,0,14,84.2
27,Demaryius Thomas,DEN,WR,6,43,28,65.1,330,3,45,7.7,11.8,0,0,0,0,0,0,13.7,82
28,Dede Westbrook,JAX,WR,6,38,27,71.1,387,2,61,10.2,14.3,2,5,2.5,0,2,1,13.4,80.2
29,Sterling Shepard,NYG,WR,6,43,31,72.1,341,2,28,7.9,11,0,0,0,0,1,0,13.2,79.1
30,Taylor Gabriel,CHI,WR,5,34,27,79.4,303,2,54,8.9,11.2,5,36,7.2,0,0,0,15.8,78.9
31,Jordy Nelson,OAK,WR,6,31,22,71,323,3,66,10.4,14.7,0,0,0,0,1,0,12.9,77.3
