Week,Team,Home,PointSpread,OverUnder
2,BUF,TRUE,-1,40.5
2,CAR,TRUE,-12,44.5
2,BAL,FALSE,-4.5,42
2,DET,TRUE,-6,48
2,HOU,TRUE,-1,42
2,NE,TRUE,-5.5,42.5
2,GB,TRUE,-3.5,54
2,PIT,TRUE,-3,48.5
2,WAS,TRUE,-3.5,47
2,ARI,TRUE,-7,49.5
2,SEA,FALSE,-5.5,38
2,LAC,TRUE,-3,47.5
2,DEN,TRUE,-6.5,47
2,OAK,TRUE,-4,47.5
2,GB,FALSE,-1.5,42.5
2,CHI,TRUE,-3,43
2,NYJ,FALSE,1,40.5
2,SF,FALSE,12,44.5
2,CLE,TRUE,4.5,42
2,TEN,FALSE,6,48
2,KC,FALSE,1,42
2,MIA,FALSE,5.5,42.5
2,NO,FALSE,3.5,54
2,CIN,FALSE,3,48.5
2,DAL,FALSE,3.5,47
2,TB,FALSE,7,49.5
2,LAR,TRUE,5.5,38
2,JAX,FALSE,3,47.5
2,IND,FALSE,6.5,47
2,ATL,FALSE,4,47.5
2,MIN,TRUE,1.5,42.5
2,PHI,FALSE,3,43
3,NE,TRUE,-1,39.5
3,GB,TRUE,-3.5,47
3,MIA,TRUE,-10,42
3,OAK,FALSE,-2,47
3,ARI,FALSE,-4.5,48
3,CAR,TRUE,-6,43
3,CIN,TRUE,-3.5,41.5
3,GB,TRUE,-6,47.5
3,BAL,FALSE,-2.5,45
3,SEA,TRUE,-10,42
3,TB,TRUE,-3.5,40.5
3,PIT,FALSE,-4,46.5
3,KC,TRUE,-3,44
3,IND,TRUE,-1.5,51
3,DAL,TRUE,-6.5,45
3,NO,TRUE,-3,54
3,HOU,FALSE,1,39.5
3,WAS,FALSE,3.5,47
3,CLE,FALSE,10,42
3,TEN,TRUE,2,47
3,CUF,TRUE,4.5,48
3,MIN,FALSE,6,43
3,CLE,FALSE,3.5,41.5
3,DET,FALSE,6,47.5
3,JAX,TRUE,2.5,45
3,SF,FALSE,10,42
3,LAR,FALSE,3.5,40.5
3,PHI,TRUE,4,46.5
3,NYJ,FALSE,3,44
3,LAC,FALSE,1.5,51
3,CHI,FALSE,6.5,45
