Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
1734,Will Fuller,HOU,WR,5,MIN,64,100,0,9.4,1.6,9.4,1.4,2.2
1734,Torrey Smith,SF,WR,4,DAL,51,96.2,0,3.9,2,3.9,1.3,2.5
1734,Terrelle Pryor,CLE,WR,14,CIN,49,90.7,0,6.1,2,6.1,1.3,2.7
1737,Chris Hogan,NE,WR,3,HOU,57,89.1,0,5.3,1.8,5.3,1.3,2.3
1737,Jamison Crowder,WAS,WR,16,CHI,56,83.6,0,3.6,1.8,3.6,1.3,2.3
1737,Braxton Miller,HOU,WR,2,KC,20,27.8,5,15,10,20,1.1,5.5
1737,Walter Powell,BUF,WR,12,JAX,19,34.5,0,5.3,5.3,5.3,1.1,5.8
1741,Chris Harper,SF,WR,16,LAR,37,49.3,0,2.7,2.7,2.7,1.1,3
1742,Marqise Lee,JAX,WR,8,TEN,58,80.6,0,5.2,1.7,5.2,2.1,3.6
1742,Albert Wilson,KC,WR,1,LAC,49,69,0,10.2,6.1,10.2,3.1,6.3
1742,Tajae Sharpe,TEN,WR,6,CLE,47,75.8,2.1,6.4,2.1,8.5,0.1,0.2
1742,Golden Tate,DET,WR,11,JAX,47,82.5,2.1,8.5,8.5,10.6,4.1,8.7
1746,Brandon Tate,BUF,WR,2,NYJ,0,0,0,0,0,0,0,0
1746,Walter Powell,BUF,WR,2,NYJ,8,15.1,0,0,0,0,0,0
1746,Charone Peake,NYJ,WR,2,BUF,0,0,0,0,0,0,0,0
1746,Robby Anderson,NYJ,WR,2,BUF,6,8,0,0,0,0,0,0
1746,Harry Douglas,TEN,WR,2,DET,19,28.4,0,0,0,0,0,0
1746,Marc Mariani,TEN,WR,2,DET,0,0,0,0,0,0,0,0
1746,Andre Roberts,DET,WR,2,TEN,9,11.4,0,0,0,0,0,0
1746,Devin Hester,BAL,WR,2,CLE,0,0,0,0,0,0,0,0
1746,Kamar Aiken,BAL,WR,2,CLE,31,41.3,0,3.2,0,3.2,0,0
1746,Ricardo Louis,CLE,WR,2,BAL,2,3.2,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,2,BAL,7,11.3,0,14.3,0,14.3,0,0
1746,Brice Butler,DAL,WR,2,WAS,26,38.2,0,3.8,0,3.8,0,0
1746,Terrance Williams,DAL,WR,2,WAS,44,64.7,0,0,0,0,0,0
1746,Lucky Whitehead,DAL,WR,2,WAS,10,14.7,0,0,0,0,0,0
1746,Dwayne Harris,NYG,WR,2,NO,3,3.8,0,0,0,0,0,0
1746,Tavarres King,NYG,WR,2,NO,1,1.3,0,0,0,0,0,0
1746,Brenton Bersin,CAR,WR,2,SF,6,7.2,0,0,0,0,0,0
1746,Aaron Burbridge,SF,WR,2,CAR,10,15.4,0,10,0,10,0,0
1746,Matthew Slater,NE,WR,2,MIA,14,17.5,0,7.1,0,7.1,0,0
1746,Tony Lippett,MIA,WR,2,NE,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,2,NE,3,4.6,0,0,0,0,0,0
1746,Jakeem Grant,MIA,WR,2,NE,0,0,0,0,0,0,0,0
1746,Jaelen Strong,HOU,WR,2,KC,42,58.3,0,2.4,0,2.4,0,0
1746,Demarcus Robinson,KC,WR,2,HOU,2,3.1,0,0,0,0,0,0
1746,Bradley Marquez,LAR,WR,2,SEA,7,11.3,0,0,0,0,0,0
1746,Mike Thomas,LAR,WR,2,SEA,5,8.1,0,0,0,0,0,0
1746,Isaiah Burse,LAC,WR,2,JAX,5,7.4,0,0,0,0,0,0
1746,Neal Sterling,JAX,WR,2,LAC,3,4.5,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,2,OAK,0,0,0,0,0,0,0,0
1746,Chester Rogers,IND,WR,2,DEN,23,31.5,0,4.3,0,4.3,0,0
1746,Jared Abbrederis,GB,WR,2,MIN,6,8.5,0,0,0,0,0,0
1746,Jeff Janis,GB,WR,2,MIN,0,0,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,2,GB,2,3.4,0,0,0,0,0,0
1746,Trevor Davis,GB,WR,2,MIN,5,7,0,20,0,20,0,0
1746,Deonte Thompson,CHI,WR,2,PHI,4,7.7,0,0,0,0,0,0
1746,Josh Bellamy,CHI,WR,2,PHI,1,1.9,0,0,0,0,0,0
1746,Matthew Slater,NE,WR,3,HOU,2,3.1,0,0,0,0,0,0
1746,Keith Mumphery,HOU,WR,3,NE,6,8.5,0,0,0,0,0,0
1746,Brandon Tate,BUF,WR,3,ARI,6,9.4,0,0,0,0,0,0
1746,JJ Nelson,ARI,WR,3,BUF,1,1.2,0,0,0,0,0,0
1746,Andre Johnson,TEN,WR,3,OAK,36,52.9,0,8.3,0,8.3,0,0
1746,Marc Mariani,TEN,WR,3,OAK,0,0,0,0,0,0,0,0
1746,Tony Lippett,MIA,WR,3,CLE,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,3,CLE,4,6,0,0,0,0,0,0
1746,Jordan Payton,CLE,WR,3,MIA,3,3.7,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,3,MIA,18,22,0,5.6,0,5.6,0,0
1746,Jakeem Grant,MIA,WR,3,CLE,0,0,0,0,0,0,0,0
1746,Arrelious Benn,JAX,WR,3,BAL,0,0,0,0,0,0,0,0
1746,Rashad Greene,JAX,WR,3,BAL,6,9.1,0,0,0,0,0,0
1746,Neal Sterling,JAX,WR,3,BAL,1,1.5,0,0,0,0,0,0
1746,Andre Roberts,DET,WR,3,GB,10,14.7,0,10,0,10,0,0
1746,Jared Abbrederis,GB,WR,3,DET,0,0,0,0,0,0,0,0
1746,Jeff Janis,GB,WR,3,DET,3,5.6,0,0,0,0,0,0
1746,Trevor Davis,GB,WR,3,DET,12,22.2,0,8.3,0,8.3,0,0
1746,Jordan Norwood,DEN,WR,3,CIN,41,61.2,2.4,4.9,2.4,7.3,0,0
1746,Jordan Taylor,DEN,WR,3,CIN,7,10.4,0,0,0,0,0,0
1746,Alex Erickson,CIN,WR,3,DEN,2,3,0,0,0,0,0,0
1746,Jarius Wright,MIN,WR,3,CAR,1,1.9,0,0,0,0,0,0
1746,Charles Johnson,MIN,WR,3,CAR,38,70.4,0,5.3,0,5.3,0,0
1746,Kelvin Benjamin,CAR,WR,3,MIN,61,79.2,0,1.6,0,1.6,0,0
1746,Devin Funchess,CAR,WR,3,MIN,42,54.5,0,4.8,0,4.8,0,0
1746,Dwayne Harris,NYG,WR,3,WAS,1,1.5,0,0,0,0,0,0
1746,Tavarres King,NYG,WR,3,WAS,3,4.5,0,0,0,0,0,0
1746,Rashad Ross,WAS,WR,3,NYG,2,2.8,0,0,0,0,0,0
1746,Ryan Grant,WAS,WR,3,NYG,18,25.4,0,5.6,0,5.6,0,0
1746,Freddie Martino,TB,WR,3,LAR,3,3.3,0,0,0,0,0,0
1746,Pharoh Cooper,LAR,WR,3,TB,1,1.5,0,0,0,0,0,0
1746,Mike Thomas,LAR,WR,3,TB,8,12.3,0,12.5,0,12.5,0,0
1746,Paul Richardson,SEA,WR,3,SF,27,38.6,0,0,0,0,0,0
1746,Tyler Lockett,SEA,WR,3,SF,23,32.9,0,0,0,0,0,0
1746,Aaron Burbridge,SF,WR,3,SEA,14,24.6,0,0,0,0,0,0
1746,Tanner McEvoy,SEA,WR,3,SF,13,18.6,0,7.7,0,7.7,0,0
1746,Albert Wilson,KC,WR,3,NYJ,21,33.3,0,0,0,0,0,0
1746,Demarcus Robinson,KC,WR,3,NYJ,0,0,0,0,0,0,0,0
1746,Charone Peake,NYJ,WR,3,KC,4,5.9,0,0,0,0,0,0
1746,Griff Whalen,LAC,WR,3,IND,1,1.7,0,0,0,0,0,0
1746,Quan Bray,IND,WR,3,LAC,0,0,0,0,0,0,0,0
1746,Chester Rogers,IND,WR,3,LAC,31,43.7,0,6.5,0,6.5,0,0
1746,Darrius Heyward-Bey,PIT,WR,3,PHI,27,45,0,3.7,0,3.7,0,0
1746,Deonte Thompson,CHI,WR,3,DAL,0,0,0,0,0,0,0,0
1746,Josh Bellamy,CHI,WR,3,DAL,0,0,0,0,0,0,0,0
1746,Brice Butler,DAL,WR,3,CHI,27,39.7,0,3.7,0,3.7,0,0
1746,Eric Weems,ATL,WR,3,NO,1,1.6,0,0,0,0,0,0
1746,James Wright,CIN,WR,4,MIA,4,5.7,0,0,0,0,0,0
1746,Tony Lippett,MIA,WR,4,CIN,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,4,CIN,4,8.9,0,25,0,25,0,0
1746,Jakeem Grant,MIA,WR,4,CIN,0,0,0,0,0,0,0,0
1746,Alex Erickson,CIN,WR,4,MIA,1,1.4,0,0,0,0,0,0
1746,Bryan Walters,JAX,WR,4,IND,3,4.2,0,33.3,0,33.3,0,0
1746,Quan Bray,IND,WR,4,JAX,7,9,0,0,0,0,0,0
1746,Marc Mariani,TEN,WR,4,HOU,0,0,0,0,0,0,0,0
1746,Keith Mumphery,HOU,WR,4,TEN,6,9.4,0,0,0,0,0,0
1746,Rashad Ross,WAS,WR,4,CLE,1,1.6,0,0,0,0,0,0
1746,Ryan Grant,WAS,WR,4,CLE,12,19.4,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,4,WAS,7,9.7,0,0,0,0,0,0
1746,Jeremy Ross,NYJ,WR,4,SEA,1,1.4,0,0,0,0,0,0
1746,Matthew Slater,NE,WR,4,BUF,0,0,0,0,0,0,0,0
1746,Danny Amendola,NE,WR,4,BUF,13,23.2,0,15.4,0,15.4,0,0
1746,Chris Hogan,NE,WR,4,BUF,52,92.9,0,3.8,0,3.8,0,0
1746,Malcolm Mitchell,NE,WR,4,BUF,20,35.7,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,4,CAR,1,1.5,0,0,0,0,0,0
1746,Justin Hardy,ATL,WR,4,CAR,7,10.4,0,0,0,0,0,0
1746,Devin Hester,BAL,WR,4,OAK,0,0,0,0,0,0,0,0
1746,Andre Holmes,OAK,WR,4,BAL,10,16.7,0,0,0,0,0,0
1746,Johnny Holton,OAK,WR,4,BAL,0,0,0,0,0,0,0,0
1746,Deonte Thompson,CHI,WR,4,DET,6,8.7,0,0,0,0,0,0
1746,Josh Bellamy,CHI,WR,4,DET,8,11.6,0,0,0,0,0,0
1746,Russell Shepard,TB,WR,4,DEN,8,11.3,0,0,0,0,0,0
1746,Bennie Fowler,DEN,WR,4,TB,20,27.8,0,15,0,15,0,0
1746,Cody Latimer,DEN,WR,4,TB,21,29.2,0,9.5,0,9.5,0,0
1746,Freddie Martino,TB,WR,4,DEN,6,8.5,0,16.7,0,16.7,0,0
1746,Ifeanyi Momah,ARI,WR,4,LAR,4,5.2,0,0,0,0,0,0
1746,Bradley Marquez,LAR,WR,4,ARI,14,23.7,0,0,0,0,0,0
1746,Mike Thomas,LAR,WR,4,ARI,11,18.6,0,0,0,0,0,0
1746,Griff Whalen,LAC,WR,4,NO,3,4.3,0,0,0,0,0,0
1746,Rod Streater,SF,WR,4,DAL,2,3.8,0,0,0,0,0,0
1746,Demarcus Robinson,KC,WR,4,PIT,1,1.3,0,0,0,0,0,0
1746,Tavarres King,NYG,WR,4,MIN,1,1.5,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,4,NYG,2,2.7,0,0,0,0,0,0
1746,Roger Lewis,NYG,WR,4,MIN,0,0,0,0,0,0,0,0
1746,Brice Butler,DAL,WR,13,MIN,14,26.9,0,0,0,0,0,0
1746,Vince Mayle,DAL,WR,13,MIN,7,13.5,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,13,DAL,11,14.9,0,18.2,0,18.2,0,0
1746,Eric Weems,ATL,WR,13,KC,0,0,0,0,0,0,0,0
1746,Chris Conley,KC,WR,13,ATL,42,85.7,0,4.8,0,4.8,0,0
1746,Demarcus Robinson,KC,WR,13,ATL,0,0,0,0,0,0,0,0
1746,Brandon Coleman,NO,WR,13,DET,7,11.5,0,0,0,0,0,0
1746,Tommylee Lewis,NO,WR,13,DET,2,3.3,0,0,0,0,0,0
1746,Bradley Marquez,LAR,WR,13,NE,9,17.3,0,11.1,0,11.1,0,0
1746,Mike Thomas,LAR,WR,13,NE,3,5.8,0,33.3,0,33.3,0,0
1746,Arrelious Benn,JAX,WR,13,DEN,7,8.3,0,0,0,0,0,0
1746,Jordan Norwood,DEN,WR,13,JAX,24,43.6,0,4.2,0,4.2,0,0
1746,Jordan Taylor,DEN,WR,13,JAX,9,16.4,0,0,0,0,0,0
1746,Khalif Raymond,DEN,WR,13,JAX,0,0,0,0,0,0,0,0
1746,Keith Mumphery,HOU,WR,13,GB,27,40.9,0,0,0,0,0,0
1746,Braxton Miller,HOU,WR,13,GB,27,40.9,0,7.4,0,7.4,0,0
1746,Geronimo Allison,GB,WR,13,HOU,5,8.6,0,0,0,0,0,0
1746,Bryce Treggs,PHI,WR,13,CIN,2,2.5,0,0,0,0,0,0
1746,Devin Hester,BAL,WR,13,MIA,8,11.1,0,0,0,0,0,0
1746,Tony Lippett,MIA,WR,13,BAL,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,13,BAL,10,16.1,0,10,0,10,0,0
1746,Jakeem Grant,MIA,WR,13,BAL,4,6.5,0,0,0,0,0,0
1746,Torrey Smith,SF,WR,13,CHI,38,65.5,0,5.3,0,5.3,0,0
1746,Rod Streater,SF,WR,13,CHI,14,24.1,0,7.1,0,7.1,0,0
1746,Marquess Wilson,CHI,WR,13,SF,4,6.3,0,25,0,25,0,0
1746,Quinton Patton,SF,WR,13,CHI,39,67.2,0,0,0,0,0,0
1746,Aaron Burbridge,SF,WR,13,CHI,0,0,0,0,0,0,0,0
1746,Daniel Braverman,CHI,WR,13,SF,6,9.5,0,0,0,0,0,0
1746,Andre Holmes,OAK,WR,13,BUF,12,16.9,0,8.3,0,8.3,0,0
1746,Dezmin Lewis,BUF,WR,13,OAK,14,19.4,0,7.1,0,7.1,0,0
1746,Johnny Holton,OAK,WR,13,BUF,1,1.4,0,0,0,0,0,0
1746,Victor Cruz,NYG,WR,13,PIT,26,43.3,0,0,0,0,0,0
1746,Dwayne Harris,NYG,WR,13,PIT,0,0,0,0,0,0,0,0
1746,Sammie Coates,PIT,WR,13,NYG,4,5.5,0,0,0,0,0,0
1746,Brittan Golden,ARI,WR,13,WAS,2,2.6,0,0,0,0,0,0
1746,John Brown,ARI,WR,13,WAS,21,27.6,0,4.8,0,4.8,0,0
1746,Jeremy Butler,LAC,WR,13,TB,2,3.6,0,0,0,0,0,0
1746,Isaiah Burse,LAC,WR,13,TB,0,0,0,0,0,0,0,0
1746,Jeremy Ross,NYJ,WR,13,IND,0,0,0,0,0,0,0,0
1746,Charone Peake,NYJ,WR,13,IND,17,32.7,0,11.8,0,11.8,0,0
1746,Chester Rogers,IND,WR,13,NYJ,18,24.7,0,0,0,0,0,0
1746,Andre Johnson,TEN,WR,8,JAX,11,16.4,0,0,0,0,0,0
1746,Marc Mariani,TEN,WR,8,JAX,1,1.5,0,0,0,0,0,0
1746,Arrelious Benn,JAX,WR,8,TEN,9,12.5,0,11.1,0,11.1,0,0
1746,James Wright,CIN,WR,8,WAS,5,5.7,0,0,0,0,0,0
1746,Alex Erickson,CIN,WR,8,WAS,1,1.1,0,0,0,0,0,0
1746,Maurice Harris,WAS,WR,8,CIN,14,15.4,0,14.3,0,14.3,0,0
1746,Albert Wilson,KC,WR,8,IND,20,27,0,0,0,0,0,0
1746,Devin Street,IND,WR,8,KC,14,21.2,0,21.4,0,21.4,0,0
1746,Demarcus Robinson,KC,WR,8,IND,0,0,0,0,0,0,0,0
1746,Tevaun Smith,IND,WR,8,KC,0,0,0,0,0,0,0,0
1746,Cecil Shorts,TB,WR,8,OAK,33,47.1,0,12.1,0,12.1,0,0
1746,Andre Holmes,OAK,WR,8,TB,16,17,0,6.2,6.2,6.2,1,6.2
1746,Freddie Martino,TB,WR,8,OAK,7,10,0,0,0,0,0,0
1746,Tommylee Lewis,NO,WR,8,SEA,0,0,0,0,0,0,0,0
1746,Andre Roberts,DET,WR,8,HOU,4,6.6,0,0,0,0,0,0
1746,Jaelen Strong,HOU,WR,8,DET,13,19.4,0,0,0,0,0,0
1746,Jalin Marshall,NYJ,WR,8,CLE,2,2.7,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,8,GB,1,1.6,0,0,0,0,0,0
1746,Aldrick Robinson,ATL,WR,8,GB,9,14.3,0,11.1,0,11.1,0,0
1746,Matthew Slater,NE,WR,8,BUF,6,8.7,0,0,0,0,0,0
1746,Griff Whalen,LAC,WR,8,DEN,4,4.9,0,25,0,25,0,0
1746,Bennie Fowler,DEN,WR,8,LAC,12,18.5,0,8.3,0,8.3,0,0
1746,Michael Floyd,ARI,WR,8,CAR,29,40.8,0,0,0,0,0,0
1746,Ifeanyi Momah,ARI,WR,8,CAR,10,14.1,0,10,0,10,0,0
1746,Brenton Bersin,CAR,WR,8,ARI,1,1.5,0,0,0,0,0,0
1746,Deonte Thompson,CHI,WR,8,MIN,14,23,0,7.1,0,7.1,0,0
1746,Charles Johnson,MIN,WR,8,CHI,19,31.1,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,8,CHI,0,0,0,0,0,0,0,0
1746,Andre Holmes,OAK,WR,14,KC,12,16,0,8.3,0,8.3,0,0
1746,Albert Wilson,KC,WR,14,OAK,11,20,0,9.1,0,9.1,0,0
1746,Demarcus Robinson,KC,WR,14,OAK,0,0,0,0,0,0,0,0
1746,Johnny Holton,OAK,WR,14,KC,0,0,0,0,0,0,0,0
1746,Brandon Tate,BUF,WR,14,PIT,5,9.6,0,0,0,0,0,0
1746,Marquise Goodwin,BUF,WR,14,PIT,43,82.7,0,4.7,0,4.7,0,0
1746,Justin Hunter,BUF,WR,14,PIT,9,17.3,0,0,0,0,0,0
1746,Sammie Coates,PIT,WR,14,BUF,1,1.3,0,0,0,0,0,0
1746,Marc Mariani,TEN,WR,14,DEN,1,1.5,0,0,0,0,0,0
1746,Tre McBride,TEN,WR,14,DEN,0,0,0,0,0,0,0,0
1746,Tajae Sharpe,TEN,WR,14,DEN,46,68.7,0,2.2,0,2.2,0,0
1746,Khalif Raymond,DEN,WR,14,TEN,0,0,0,0,0,0,0,0
1746,Freddie Martino,TB,WR,14,NO,16,24.2,0,6.2,0,6.2,0,0
1746,Donteea Dye,TB,WR,14,NO,2,3,0,0,0,0,0,0
1746,Tommylee Lewis,NO,WR,14,TB,6,9.8,0,0,0,0,0,0
1746,Jake Lampman,NO,WR,14,TB,0,0,0,0,0,0,0,0
1746,Ryan Grant,WAS,WR,14,PHI,2,4.2,0,0,0,0,0,0
1746,Maurice Harris,WAS,WR,14,PHI,5,10.4,0,0,0,0,0,0
1746,Bryce Treggs,PHI,WR,14,WAS,3,3.8,0,0,0,0,0,0
1746,John Brown,ARI,WR,14,MIA,26,37.1,0,0,0,0,0,0
1746,Tony Lippett,MIA,WR,14,ARI,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,14,ARI,1,1.7,0,0,0,0,0,0
1746,Jakeem Grant,MIA,WR,14,ARI,0,0,0,0,0,0,0,0
1746,Brenton Bersin,CAR,WR,14,LAC,8,11.6,0,0,0,0,0,0
1746,Jeremy Butler,LAC,WR,14,CAR,4,6.2,0,0,0,0,0,0
1746,Isaiah Burse,LAC,WR,14,CAR,0,0,0,0,0,0,0,0
1746,Ricardo Louis,CLE,WR,14,CIN,1,1.9,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,14,CIN,6,11.1,0,0,0,0,0,0
1746,Andre Roberts,DET,WR,14,CHI,22,30.6,0,9.1,0,9.1,0,0
1746,Daniel Braverman,CHI,WR,14,DET,10,17.9,0,10,0,10,0,0
1746,Donte Moncrief,IND,WR,14,HOU,48,71.6,0,8.3,0,8.3,0,0
1746,Arrelious Benn,JAX,WR,14,MIN,12,18.2,0,8.3,0,8.3,0,0
1746,Jarius Wright,MIN,WR,14,JAX,4,6.1,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,14,JAX,0,0,0,0,0,0,0,0
1746,Torrey Smith,SF,WR,14,NYJ,30,52.6,0,3.3,0,3.3,0,0
1746,Devin Smith,NYJ,WR,14,SF,1,1.2,0,0,0,0,0,0
1746,Aaron Burbridge,SF,WR,14,NYJ,2,3.5,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,14,LAR,4,6.9,0,0,0,0,0,0
1746,Bradley Marquez,LAR,WR,14,ATL,3,4.2,0,0,0,0,0,0
1746,Paul Richardson,SEA,WR,14,GB,12,16.9,0,0,0,0,0,0
1746,Geronimo Allison,GB,WR,14,SEA,13,22,0,0,0,0,0,0
1746,Dwayne Harris,NYG,WR,14,DAL,6,9,0,0,0,0,0,0
1746,Brice Butler,DAL,WR,14,NYG,16,24.2,0,6.2,0,6.2,0,0
1746,Vince Mayle,DAL,WR,14,NYG,4,6.1,0,0,0,0,0,0
1746,Roger Lewis,NYG,WR,14,DAL,10,14.9,0,10,0,10,0,0
1746,Devin Hester,BAL,WR,14,NE,0,0,0,0,0,0,0,0
1746,Jordan Norwood,DEN,WR,1,CAR,30,51.7,0,3.3,0,3.3,0,0
1746,Cody Latimer,DEN,WR,1,CAR,17,29.3,0,0,0,0,0,0
1746,Jordan Taylor,DEN,WR,1,CAR,13,22.4,0,0,0,0,0,0
1746,Arrelious Benn,JAX,WR,1,GB,0,0,0,0,0,0,0,0
1746,Jeff Janis,GB,WR,1,JAX,0,0,0,0,0,0,0,0
1746,Neal Sterling,JAX,WR,1,GB,0,0,0,0,0,0,0,0
1746,Devin Hester,BAL,WR,1,BUF,0,0,0,0,0,0,0,0
1746,Brandon Tate,BUF,WR,1,BAL,0,0,0,0,0,0,0,0
1746,Greg Salas,BUF,WR,1,BAL,21,42.9,0,4.8,0,4.8,0,0
1746,Marquise Goodwin,BUF,WR,1,BAL,11,22.4,0,0,0,0,0,0
1746,Deonte Thompson,CHI,WR,1,HOU,2,3.6,0,0,0,0,0,0
1746,Josh Bellamy,CHI,WR,1,HOU,0,0,0,0,0,0,0,0
1746,Jaelen Strong,HOU,WR,1,CHI,12,16,0,0,0,0,0,0
1746,Josh Huff,PHI,WR,1,CLE,28,36.4,0,10.7,0,10.7,0,0
1746,Ricardo Louis,CLE,WR,1,PHI,2,3.8,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,1,PHI,1,1.9,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,1,TB,0,0,0,0,0,0,0,0
1746,Cecil Shorts,TB,WR,1,ATL,2,3.1,0,0,0,0,0,0
1746,Aldrick Robinson,ATL,WR,1,TB,15,23.1,0,0,0,0,0,0
1746,Justin Hardy,ATL,WR,1,TB,37,56.9,0,5.4,2.7,5.4,1,2.7
1746,Marc Mariani,TEN,WR,1,MIN,0,0,0,0,0,0,0,0
1746,Charone Peake,NYJ,WR,1,CIN,0,0,0,0,0,0,0,0
1746,Robby Anderson,NYJ,WR,1,CIN,4,5.6,0,0,0,0,0,0
1746,Alex Erickson,CIN,WR,1,NYJ,0,0,0,0,0,0,0,0
1746,Jalin Marshall,NYJ,WR,1,CIN,15,21.1,0,6.7,0,6.7,0,0
1746,Andre Holmes,OAK,WR,1,NO,4,5.5,0,25,0,25,0,0
1746,Brandon Coleman,NO,WR,1,OAK,5,7.2,0,0,0,0,0,0
1746,Johnny Holton,OAK,WR,1,NO,2,2.7,0,0,0,0,0,0
1746,Demarcus Robinson,KC,WR,1,LAC,0,0,0,0,0,0,0,0
1746,Justin Hunter,MIA,WR,1,SEA,1,1.9,0,0,0,0,0,0
1746,Tony Lippett,MIA,WR,1,SEA,0,0,0,0,0,0,0,0
1746,Jakeem Grant,MIA,WR,1,SEA,0,0,0,0,0,0,0,0
1746,Tanner McEvoy,SEA,WR,1,MIA,10,12.2,0,0,0,0,0,0
1746,Quan Bray,IND,WR,1,DET,0,0,0,0,0,0,0,0
1746,Dwayne Harris,NYG,WR,1,DAL,1,1.8,0,0,0,0,0,0
1746,Tavarres King,NYG,WR,1,DAL,6,10.7,0,0,0,0,0,0
1746,Lucky Whitehead,DAL,WR,1,NYG,7,9,0,0,0,0,0,0
1746,Matthew Slater,NE,WR,1,ARI,4,5.6,0,0,0,0,0,0
1746,Darrius Heyward-Bey,PIT,WR,1,WAS,15,22.1,0,0,0,0,0,0
1746,Ryan Grant,WAS,WR,1,PIT,10,17.2,0,10,0,10,0,0
1746,Rod Streater,SF,WR,1,LAR,10,12.3,0,0,0,0,0,0
1746,Bradley Marquez,LAR,WR,1,SF,8,13.1,0,0,0,0,0,0
1746,Aaron Burbridge,SF,WR,1,LAR,3,3.7,0,0,0,0,0,0
1746,Mike Thomas,LAR,WR,1,SF,1,1.6,0,0,0,0,0,0
1746,Chris Harper,SF,WR,1,LAR,2,2.5,0,0,0,0,0,0
1746,Torrey Smith,SF,WR,5,ARI,73,93.6,0,1.4,0,1.4,0,0
1746,Rod Streater,SF,WR,5,ARI,9,11.5,0,11.1,0,11.1,0,0
1746,Michael Floyd,ARI,WR,5,SF,23,33.8,0,13,0,13,0,0
1746,Ifeanyi Momah,ARI,WR,5,SF,2,2.9,0,0,0,0,0,0
1746,Jaron Brown,ARI,WR,5,SF,31,45.6,0,9.7,0,9.7,0,0
1746,Brittan Golden,ARI,WR,5,SF,0,0,0,0,0,0,0,0
1746,Je'Ron Hamm,SF,WR,5,ARI,0,0,0,0,0,0,0,0
1746,JJ Nelson,ARI,WR,5,SF,3,4.4,0,33.3,0,33.3,0,0
1746,Aaron Burbridge,SF,WR,5,ARI,5,6.4,0,0,0,0,0,0
1746,Rashard Higgins,CLE,WR,5,NE,7,11.1,0,14.3,0,14.3,0,0
1746,Andre Roberts,DET,WR,5,PHI,18,29.5,0,5.6,0,5.6,0,0
1746,Deonte Thompson,CHI,WR,5,IND,1,1.5,0,0,0,0,0,0
1746,Marc Mariani,TEN,WR,5,MIA,0,0,0,0,0,0,0,0
1746,Kenny Stills,MIA,WR,5,TEN,35,79.5,0,2.9,0,2.9,0,0
1746,Tony Lippett,MIA,WR,5,TEN,0,0,0,0,0,0,0,0
1746,Leonte Carroo,MIA,WR,5,TEN,0,0,0,0,0,0,0,0
1746,Jakeem Grant,MIA,WR,5,TEN,1,2.3,0,0,0,0,6,600
1746,Devin Hester,BAL,WR,5,WAS,0,0,0,0,0,0,0,0
1746,Kamar Aiken,BAL,WR,5,WAS,40,56.3,0,7.5,0,7.5,0,0
1746,Ryan Grant,WAS,WR,5,BAL,13,19.7,0,0,0,0,0,0
1746,Darren Waller,BAL,WR,5,WAS,18,25.4,0,0,0,0,0,0
1746,Daniel Brown,BAL,WR,5,WAS,0,0,0,0,0,0,0,0
1746,Laquon Treadwell,MIN,WR,5,HOU,8,10.8,0,0,0,0,0,0
1746,Darrius Heyward-Bey,PIT,WR,5,NYJ,32,42.1,0,0,0,0,0,0
1746,Jeremy Ross,NYJ,WR,5,PIT,0,0,0,0,0,0,0,0
1746,Eric Weems,ATL,WR,5,DEN,3,4.5,0,0,0,0,0,0
1746,Aldrick Robinson,ATL,WR,5,DEN,13,19.4,0,7.7,0,7.7,0,0
1746,Taylor Gabriel,ATL,WR,5,DEN,14,20.9,0,0,0,0,0,0
1746,Cody Latimer,DEN,WR,5,ATL,30,42.9,0,0,0,0,0,0
1746,Justin Hardy,ATL,WR,5,DEN,9,13.4,0,0,0,0,0,0
1746,Jordan Taylor,DEN,WR,5,ATL,16,22.9,0,0,0,0,0,0
1746,Cody Core,CIN,WR,5,DAL,13,18.6,0,0,0,0,0,0
