Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Doug Baldwin,SEA,WR,10,NE,4,4,100,43,3,18,10.8,10.8,0,0,0,0,0,0,26.3,26.3
2,Kenny Britt,LAR,WR,6,DET,3,3,100,35,2,20,11.7,11.7,0,0,0,0,0,0,18.5,18.5
3,Davante Adams,GB,WR,12,PHI,3,2,66.7,32,2,20,10.7,16,0,0,0,0,0,0,17.2,17.2
4,Allen Robinson,JAX,WR,3,BAL,3,3,100,20,2,11,6.7,6.7,0,0,0,0,0,0,17,17
5,Jordy Nelson,GB,WR,14,SEA,3,3,100,19,2,9,6.3,6.3,0,0,0,0,0,0,16.9,16.9
6,Larry Fitzgerald,ARI,WR,1,NE,3,3,100,18,2,14,6,6,0,0,0,0,0,0,16.8,16.8
7,JJ Nelson,ARI,WR,8,CAR,3,3,100,16,2,7,5.3,5.3,0,0,0,0,0,0,16.6,16.6
7,Terrelle Pryor,CLE,WR,6,TEN,3,3,100,16,2,7,5.3,5.3,0,0,0,0,0,0,16.6,16.6
9,Jordy Nelson,GB,WR,3,DET,3,2,66.7,25,2,17,8.3,12.5,0,0,0,0,0,0,16.5,16.5
9,Tyreek Hill,KC,WR,12,DEN,3,3,100,12,1,11,4,4,1,3,3,1,0,0,16.5,16.5
11,Mike Wallace,BAL,WR,2,CLE,2,2,100,24,2,17,12,12,0,0,0,0,0,0,16.4,16.4
12,Rishard Matthews,TEN,WR,9,LAC,2,2,100,23,2,16,11.5,11.5,0,0,0,0,0,0,16.3,16.3
13,Danny Amendola,NE,WR,2,MIA,2,2,100,22,2,12,11,11,0,0,0,0,0,0,16.2,16.2
14,Kelvin Benjamin,CAR,WR,2,SF,2,2,100,19,2,10,9.5,9.5,0,0,0,0,0,0,15.9,15.9
15,Michael Crabtree,OAK,WR,4,BAL,2,2,100,18,2,13,9,9,0,0,0,0,0,0,15.8,15.8
16,Dez Bryant,DAL,WR,11,BAL,2,2,100,17,2,13,8.5,8.5,0,0,0,0,0,0,15.7,15.7
16,Andrew Hawkins,CLE,WR,8,NYJ,4,3,75,7,2,5,1.8,2.3,0,0,0,0,0,0,15.7,15.7
18,Brandon LaFell,CIN,WR,5,DAL,2,2,100,12,2,7,6,6,0,0,0,0,0,0,15.2,15.2
18,Malcolm Mitchell,NE,WR,12,NYJ,2,2,100,12,2,8,6,6,0,0,0,0,0,0,15.2,15.2
20,Davante Adams,GB,WR,7,CHI,2,2,100,9,2,5,4.5,4.5,0,0,0,0,0,0,14.9,14.9
20,Mike Evans,TB,WR,7,SF,2,2,100,9,2,5,4.5,4.5,0,0,0,0,0,0,14.9,14.9
22,Willie Snead,NO,WR,10,DEN,2,2,100,8,2,5,4,4,0,0,0,0,0,0,14.8,14.8
23,Cole Beasley,DAL,WR,6,GB,2,2,100,5,2,4,2.5,2.5,0,0,0,0,0,0,14.5,14.5
24,Dez Bryant,DAL,WR,16,DET,1,1,100,19,1,19,19,19,0,0,0,0,0,0,13.3,13.3
25,Cameron Meredith,CHI,WR,5,IND,3,3,100,30,1,14,10,10,1,6,6,0,2,0,12.6,12.6
