Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
169,Isaiah Crowell,CLE,RB,2,TEN,2,11,5.5,1,0,0,0,0,0,0,7.1,7.1
169,DeMarco Murray,PHI,RB,5,NO,5,11,2.2,1,0,0,0,0,0,0,7.1,7.1
169,Karlos Williams,BUF,RB,9,MIA,1,11,11,1,0,0,0,0,0,0,7.1,7.1
169,Spencer Ware,KC,RB,13,OAK,3,11,3.7,1,0,0,0,0,0,0,7.1,7.1
169,Latavius Murray,OAK,RB,13,KC,4,11,2.8,1,0,0,0,0,0,0,7.1,7.1
169,Adrian Peterson,MIN,RB,16,NYG,4,11,2.8,1,0,0,0,0,0,0,7.1,7.1
169,Kyle Juszczyk,BAL,FB,7,ARI,0,0,0,0,1,1,1,1,0,0,7.1,7.1
169,Kyle Juszczyk,BAL,FB,15,KC,0,0,0,0,1,1,1,1,0,0,7.1,7.1
177,Chris Polk,HOU,RB,4,ATL,2,10,5,1,0,0,0,0,0,0,7,7
177,Carlos Hyde,SF,RB,5,NYG,5,10,2,1,0,0,0,0,0,0,7,7
177,Todd Gurley,LAR,RB,11,BAL,3,10,3.3,1,0,0,0,0,0,0,7,7
177,DeAngelo Williams,PIT,RB,12,SEA,4,10,2.5,1,0,0,0,0,0,0,7,7
177,Joique Bell,DET,RB,15,NO,3,10,3.3,1,0,0,0,0,0,0,7,7
177,James White,NE,RB,13,PHI,1,-4,-4,0,1,1,4,1,0,0,7,7
183,Jeremy Langford,CHI,RB,9,LAC,3,9,3,1,0,0,0,0,0,0,6.9,6.9
183,Darren McFadden,DAL,RB,7,NYG,3,9,3,1,0,0,0,0,0,0,6.9,6.9
183,Marshawn Lynch,SEA,RB,6,CAR,5,9,1.8,1,1,0,0,0,0,0,6.9,6.9
183,Doug Martin,TB,RB,13,ATL,6,9,1.5,1,0,0,0,0,0,0,6.9,6.9
183,Antonio Andrews,TEN,RB,13,JAX,5,9,1.8,1,0,0,0,0,0,0,6.9,6.9
183,Jerick McKinnon,MIN,RB,16,NYG,4,9,2.2,1,0,0,0,0,0,0,6.9,6.9
183,John Kuhn,GB,FB,15,OAK,2,9,4.5,1,1,0,0,0,0,0,6.9,6.9
190,Knile Davis,KC,RB,2,DEN,1,8,8,1,0,0,0,0,0,0,6.8,6.8
190,LeSean McCoy,BUF,RB,6,CIN,4,8,2,1,0,0,0,0,0,0,6.8,6.8
190,Frank Gore,IND,RB,16,MIA,2,8,4,1,0,0,0,0,0,0,6.8,6.8
190,Todd Gurley,LAR,RB,15,TB,6,8,1.3,1,0,0,0,0,0,0,6.8,6.8
194,Devonta Freeman,ATL,RB,2,NYG,4,7,1.8,1,0,0,0,0,0,0,6.7,6.7
194,Mark Ingram,NO,RB,7,IND,3,7,2.3,1,0,0,0,0,0,0,6.7,6.7
194,Lamar Miller,MIA,RB,6,TEN,1,7,7,1,0,0,0,0,0,0,6.7,6.7
194,Jonathan Stewart,CAR,RB,13,NO,5,7,1.4,1,0,0,0,0,0,0,6.7,6.7
194,Robert Turbin,DAL,RB,14,GB,1,7,7,1,0,0,0,0,0,0,6.7,6.7
199,Doug Martin,TB,RB,4,CAR,2,6,3,1,0,0,0,0,0,0,6.6,6.6
199,Frank Gore,IND,RB,5,HOU,4,6,1.5,1,0,0,0,0,0,0,6.6,6.6
199,Matt Jones,WAS,RB,5,ATL,3,6,2,1,0,0,0,0,0,0,6.6,6.6
199,Jalston Fowler,TEN,RB,3,IND,3,6,2,1,0,0,0,0,0,0,6.6,6.6
199,Todd Gurley,LAR,RB,9,MIN,2,6,3,1,0,0,0,0,0,0,6.6,6.6
199,Adrian Peterson,MIN,RB,9,LAR,3,6,2,1,0,0,0,0,0,0,6.6,6.6
199,Adrian Peterson,MIN,RB,11,GB,1,6,6,1,0,0,0,0,0,0,6.6,6.6
206,Thomas Rawls,SEA,RB,11,SF,4,5,1.2,1,0,0,0,0,0,0,6.5,6.5
206,Lamar Miller,MIA,RB,16,IND,4,5,1.2,1,1,0,0,0,0,0,6.5,6.5
206,DeAngelo Williams,PIT,RB,15,DEN,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
209,Karlos Williams,BUF,RB,2,NE,2,4,2,1,0,0,0,0,0,0,6.4,6.4
209,Joique Bell,DET,RB,3,DEN,2,4,2,1,0,0,0,0,0,0,6.4,6.4
209,Chris Ivory,NYJ,RB,6,WAS,4,4,1,1,0,0,0,0,0,0,6.4,6.4
209,Spencer Ware,KC,RB,8,DET,1,4,4,1,0,0,0,0,0,0,6.4,6.4
209,Ka'Deem Carey,CHI,RB,13,SF,2,4,2,1,0,0,0,0,0,0,6.4,6.4
209,DeMarco Murray,PHI,RB,16,WAS,1,4,4,1,0,0,0,0,0,0,6.4,6.4
209,Doug Martin,TB,RB,16,CHI,1,4,4,1,0,0,0,0,0,0,6.4,6.4
209,Devonta Freeman,ATL,RB,16,CAR,2,4,2,1,0,0,0,0,0,0,6.4,6.4
217,Tevin Coleman,ATL,RB,2,NYG,2,3,1.5,1,1,0,0,0,0,0,6.3,6.3
217,Latavius Murray,OAK,RB,2,BAL,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
217,Darren Sproles,PHI,RB,3,NYJ,3,3,1,1,1,0,0,0,0,0,6.3,6.3
217,Spencer Ware,KC,RB,12,BUF,1,3,3,1,0,0,0,0,0,0,6.3,6.3
217,Latavius Murray,OAK,RB,7,LAC,3,3,1,1,0,0,0,0,0,0,6.3,6.3
217,Eddie Lacy,GB,RB,8,DEN,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
217,Donald Brown,LAC,RB,16,OAK,4,3,0.8,1,1,0,0,0,0,0,6.3,6.3
217,Javorius Allen,BAL,RB,16,PIT,1,3,3,1,0,0,0,0,0,0,6.3,6.3
217,Ronnie Hillman,DEN,RB,10,KC,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
217,Marshawn Lynch,SEA,RB,10,ARI,1,3,3,1,0,0,0,0,0,0,6.3,6.3
217,Jonathan Stewart,CAR,RB,14,ATL,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
228,Khiry Robinson,NO,RB,3,CAR,1,2,2,1,0,0,0,0,0,0,6.2,6.2
228,James White,NE,RB,14,HOU,1,2,2,1,0,0,0,0,0,0,6.2,6.2
230,Will Johnson,PIT,FB,1,NE,3,1,0.3,1,0,0,0,0,0,0,6.1,6.1
230,Ryan Mathews,PHI,RB,1,ATL,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Austin Johnson,NO,FB,2,TB,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Zach Line,MIN,FB,2,DET,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Jeremy Langford,CHI,RB,2,ARI,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,John Kuhn,GB,FB,4,SF,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Khiry Robinson,NO,RB,4,DAL,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Antonio Andrews,TEN,RB,5,BUF,2,1,0.5,1,0,0,0,0,0,0,6.1,6.1
230,Le'Veon Bell,PIT,RB,5,LAC,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Andre Williams,NYG,RB,3,WAS,2,1,0.5,1,0,0,0,0,0,0,6.1,6.1
230,Zach Line,MIN,FB,3,LAC,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Ronnie Hillman,DEN,RB,3,DET,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Latavius Murray,OAK,RB,11,DET,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Jeremy Langford,CHI,RB,12,GB,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Adrian Peterson,MIN,RB,12,ATL,2,1,0.5,1,1,0,0,0,0,0,6.1,6.1
230,Jeremy Langford,CHI,RB,6,DET,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Lamar Miller,MIA,RB,8,NE,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Shaun Draughn,SF,RB,13,CHI,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Ryan Mathews,PHI,RB,16,WAS,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Joique Bell,DET,RB,16,SF,2,1,0.5,1,0,0,0,0,0,0,6.1,6.1
230,Will Tukuafu,SEA,FB,10,ARI,1,1,1,1,0,0,0,0,0,0,6.1,6.1
230,Bruce Miller,SF,FB,15,CIN,1,1,1,1,0,0,0,0,0,0,6.1,6.1
252,Rashad Jennings,NYG,RB,1,DAL,4,0,0,1,0,0,0,0,0,0,6,6
253,Andre Ellington,ARI,RB,1,NO,2,-1,-0.5,1,1,0,0,0,0,0,5.9,5.9
253,DeMarco Murray,PHI,RB,9,DAL,2,-1,-0.5,1,0,0,0,0,0,0,5.9,5.9
253,David Johnson,ARI,RB,12,SF,3,-1,-0.3,1,0,0,0,0,0,0,5.9,5.9
253,Alfred Morris,WAS,RB,14,CHI,2,-1,-0.5,1,0,0,0,0,0,0,5.9,5.9
257,Eddie Lacy,GB,RB,14,DAL,4,-2,-0.5,1,0,0,0,0,0,0,5.8,5.8
258,Joseph Randle,DAL,RB,4,NO,2,-3,-1.5,1,0,0,0,0,0,0,5.7,5.7
258,Karlos Williams,BUF,RB,16,DAL,3,-3,-1,1,0,0,0,0,0,0,5.7,5.7
260,Denard Robinson,JAX,RB,15,ATL,0,0,0,0,3,3,26,0,0,0,5.6,5.6
261,James Starks,GB,RB,12,CHI,1,1,1,0,4,3,23,0,0,0,5.4,5.4
262,Devonta Freeman,ATL,RB,8,TB,8,6,0.8,0,3,2,18,0,0,0,4.4,4.4
263,Giovani Bernard,CIN,RB,11,ARI,0,0,0,0,2,2,23,0,0,0,4.3,4.3
263,Danny Woodhead,LAC,RB,12,JAX,1,-1,-1,0,3,3,14,0,0,0,4.3,4.3
265,James Starks,GB,RB,9,CAR,2,15,7.5,0,2,1,17,0,0,0,4.2,4.2
266,Theo Riddick,DET,RB,3,DEN,0,0,0,0,3,2,21,0,0,0,4.1,4.1
