Rank,Name,Team,Position,Week,Opponent,SnapsPlayed,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPointsDraftKings,FantasyPointSnapPercentageDraftKings
27,Chris Thompson,WAS,RB,16,PHI,8,10.7,0,12.5,12.5,12.5,8.2,102.5
27,Aaron Ripkowski,GB,FB,9,CAR,2,2.6,0,50,50,50,2.8,140
27,Denard Robinson,JAX,RB,2,MIA,1,1.4,100,0,100,100,0.9,90
30,Bishop Sankey,TEN,RB,1,TB,23,39,52.2,13,60.9,65.2,22.6,98.3
31,Todd Gurley,LAR,RB,14,DET,30,54.5,53.3,6.7,56.7,60,30.7,102.3
32,Karlos Williams,BUF,RB,1,IND,13,22,46.2,0,46.2,46.2,11.5,88.5
33,LeGarrette Blount,NE,RB,3,JAX,31,38.3,58.1,3.2,61.3,61.3,28.2,91
34,Knile Davis,KC,RB,2,DEN,8,12.5,37.5,12.5,37.5,50,6.9,86.2
35,Kerwynn Williams,ARI,RB,13,LAR,14,16.7,42.9,0,42.9,42.9,11.9,85
36,James Starks,GB,RB,6,LAC,28,52.8,35.7,7.1,39.3,42.9,27.7,98.9
36,Karlos Williams,BUF,RB,10,NYJ,13,20,53.8,7.7,61.5,61.5,12,92.3
38,Joique Bell,DET,RB,12,PHI,17,23.6,41.2,17.6,52.9,58.8,16.2,95.3
39,Doug Martin,TB,RB,5,JAX,41,61.2,58.5,7.3,65.9,65.9,39.8,97.1
40,Mike Tolbert,CAR,FB,7,PHI,17,27.9,17.6,5.9,23.5,23.5,14.8,87.1
41,Karlos Williams,BUF,RB,3,MIA,21,32.3,57.1,0,57.1,57.1,20,95.2
42,CJ Spiller,NO,RB,4,DAL,21,28.8,9.5,23.8,33.3,33.3,21.9,104.3
43,Devonta Freeman,ATL,RB,4,HOU,41,57.7,34.1,14.6,46.3,48.8,37.9,92.4
44,Jeremy Hill,CIN,RB,4,KC,30,55.6,30,0,30,30,24,80
44,David Johnson,ARI,RB,8,CLE,6,7.4,16.7,33.3,50,50,6.8,113.3
44,Juwan Thompson,DEN,RB,5,OAK,2,3.4,0,50,50,50,2.6,130
47,Matt Jones,WAS,RB,2,LAR,31,43.1,61.3,9.7,71,71,31.6,101.9
48,Darren McFadden,DAL,RB,3,ATL,12,22.2,50,0,50,50,9.5,79.2
49,Todd Gurley,LAR,RB,7,CLE,36,67.9,52.8,13.9,63.9,66.7,35.3,98.1
50,Jonathan Stewart,CAR,RB,14,ATL,19,29.2,52.6,5.3,57.9,57.9,15.9,83.7
51,Ryan Mathews,PHI,RB,5,NO,20,23.8,40,15,55,55,18.6,93
52,Jalston Fowler,TEN,RB,12,OAK,8,12.9,12.5,12.5,25,25,7.2,90
53,LeGarrette Blount,NE,RB,6,IND,29,42,55.2,3.4,58.6,58.6,23.4,80.7
54,Orleans Darkwa,NYG,RB,7,DAL,14,26.4,57.1,7.1,57.1,64.3,10.8,77.1
55,Chris Thompson,WAS,RB,10,NO,10,16.1,20,10,30,30,8.7,87
56,Mike Gillislee,BUF,RB,16,DAL,22,35.5,40.9,9.1,50,50,18.9,85.9
56,Jerick McKinnon,MIN,RB,15,CHI,19,30.6,36.8,21.1,57.9,57.9,18.6,97.9
58,Joique Bell,DET,RB,15,NO,21,39.6,38.1,14.3,47.6,52.4,18.1,86.2
59,Isaiah Crowell,CLE,RB,14,SF,36,46.2,55.6,2.8,58.3,58.3,31.4,87.2
60,David Johnson,ARI,RB,15,PHI,54,71.1,53.7,7.4,61.1,61.1,47.9,88.7
61,Chris Ivory,NYJ,RB,6,WAS,34,50.7,58.8,8.8,67.6,67.6,31.6,92.9
61,Mike Gillislee,BUF,RB,15,WAS,19,28.4,21.1,10.5,31.6,31.6,16.3,85.8
63,Thomas Rawls,SEA,RB,11,SF,50,64.1,60,6,66,66,43.5,87
64,Adrian Peterson,MIN,RB,3,LAC,33,57.9,60.6,0,60.6,60.6,27.6,83.6
65,DeMarco Murray,PHI,RB,16,WAS,15,18.5,33.3,26.7,53.3,60,14.1,94
66,Thomas Rawls,SEA,RB,5,CIN,31,51.7,74.2,0,74.2,74.2,25.9,83.5
67,Charles Sims,TB,RB,16,CHI,24,42.9,16.7,20.8,29.2,37.5,20.7,86.2
68,Khiry Robinson,NO,RB,4,DAL,11,15.1,54.5,36.4,72.7,90.9,10.1,91.8
69,Ameer Abdullah,DET,RB,1,LAC,21,44.7,33.3,19,52.4,52.4,19.4,92.4
70,Roy Helu,OAK,RB,4,CHI,13,22.4,38.5,15.4,53.8,53.8,11.5,88.5
71,Chris Johnson,ARI,RB,3,SF,37,48.7,59.5,5.4,62.2,64.9,31,83.8
71,Bruce Miller,SF,FB,15,CIN,10,13.2,20,10,30,30,8.3,83
73,Devonta Freeman,ATL,RB,11,IND,6,8,50,0,50,50,4.3,71.7
74,Fred Jackson,SEA,RB,13,MIN,11,16.4,9.1,18.2,27.3,27.3,9.8,89.1
75,James Starks,GB,RB,14,DAL,32,36.8,34.4,12.5,46.9,46.9,26.3,82.2
76,Marcel Reece,OAK,FB,1,CIN,21,31.8,0,19,14.3,19,17.6,83.8
77,Chris Ivory,NYJ,RB,1,CLE,32,52.5,62.5,3.1,65.6,65.6,23,71.9
77,Jeremy Hill,CIN,RB,11,ARI,24,31.6,54.2,0,54.2,54.2,16.5,68.8
79,Jeremy Langford,CHI,RB,10,LAR,44,67.7,45.5,20.5,61.4,65.9,40.2,91.4
80,Adrian Peterson,MIN,RB,12,ATL,45,64.3,64.4,8.9,68.9,73.3,35.7,79.3
81,Chris Johnson,ARI,RB,7,BAL,27,43.5,66.7,0,66.7,66.7,21.2,78.5
82,Ronnie Hillman,DEN,RB,4,MIN,25,43.9,44,4,48,48,20.8,83.2
83,Will Johnson,PIT,FB,1,NE,10,13.7,40,0,40,40,6.7,67
84,Will Johnson,PIT,FB,13,IND,3,4.1,0,0,0,0,2,66.7
85,Khiry Robinson,NO,RB,7,IND,23,26.1,60.9,4.3,65.2,65.2,16.1,70
86,David Johnson,ARI,RB,2,CHI,16,27.1,31.2,12.5,37.5,43.8,17.5,109.4
87,Antonio Andrews,TEN,RB,5,BUF,18,26.1,38.9,22.2,55.6,61.1,14.4,80
88,Akeem Hunt,HOU,RB,12,NO,4,5.7,75,25,100,100,3.5,87.5
89,David Johnson,ARI,RB,16,GB,30,51.7,30,20,40,50,21.7,72.3
89,James White,NE,RB,15,TEN,22,33.3,4.5,36.4,36.4,40.9,20.7,94.1
89,Jeremy Langford,CHI,RB,2,ARI,13,18.1,46.2,0,46.2,46.2,8.1,62.3
92,CJ Anderson,DEN,RB,12,NE,44,55.7,34.1,9.1,43.2,43.2,34.3,78
93,Bilal Powell,NYJ,RB,14,TEN,23,31.5,13,21.7,34.8,34.8,19.2,83.5
94,CJ Anderson,DEN,RB,8,GB,27,40.3,51.9,3.7,55.6,55.6,20.6,76.3
95,Adrian Peterson,MIN,RB,10,OAK,45,72.6,57.8,6.7,62.2,64.4,32.6,72.4
95,Patrick DiMarco,ATL,FB,11,IND,23,30.7,0,17.4,13,17.4,17.1,74.3
97,Chris Johnson,ARI,RB,5,DET,17,37,64.7,0,64.7,64.7,13.3,78.2
98,Lance Dunbar,DAL,RB,4,NO,9,14.8,33.3,0,33.3,33.3,5.4,60
98,Andre Ellington,ARI,RB,6,PIT,9,12.5,11.1,22.2,33.3,33.3,7.4,82.2
98,Rex Burkhead,CIN,RB,1,OAK,4,5.9,0,25,25,25,3.4,85
98,Christine Michael,DAL,RB,5,NE,1,1.4,100,0,100,100,0.6,60
102,Tim Hightower,NO,RB,16,JAX,49,62.8,55.1,6.1,61.2,61.2,34.9,71.2
103,Ameer Abdullah,DET,RB,15,NO,22,41.5,40.9,9.1,50,50,15.9,72.3
103,Jay Ajayi,MIA,RB,9,BUF,7,10.1,71.4,0,71.4,71.4,4.1,58.6
105,Jeremy Langford,CHI,RB,6,DET,15,18.8,33.3,13.3,40,46.7,9.7,64.7
106,Ryan Mathews,PHI,RB,9,DAL,22,30.1,50,4.5,50,54.5,12.7,57.7
107,Devonta Freeman,ATL,RB,3,DAL,65,87.8,46.2,7.7,53.8,53.8,45.3,69.7
108,Todd Gurley,LAR,RB,8,SF,36,52.2,55.6,8.3,63.9,63.9,26.6,73.9
109,Travaris Cadet,NO,RB,16,JAX,24,30.8,4.2,20.8,16.7,25,16.5,68.8
110,DuJuan Harris,SF,RB,16,DET,15,24.2,73.3,13.3,80,86.7,9.4,62.7
111,Isaiah Crowell,CLE,RB,2,TEN,24,49,62.5,0,62.5,62.5,13.2,55
111,Antonio Andrews,TEN,RB,3,IND,22,26.8,54.5,9.1,59.1,63.6,13.1,59.5
111,Ryan Mathews,PHI,RB,1,ATL,16,21.6,18.8,25,37.5,43.8,11.8,73.8
111,Thomas Rawls,SEA,RB,14,BAL,8,11.4,75,0,75,75,4.4,55
115,Carlos Hyde,SF,RB,1,MIN,55,75.3,47.3,3.6,50.9,50.9,35.2,64
116,Matt Forte,CHI,RB,15,MIN,30,46.9,26.7,23.3,46.7,50,22.4,74.7
117,Danny Woodhead,LAC,RB,7,OAK,41,45.6,12.2,29.3,39,41.5,33.1,80.7
117,DeMarco Murray,PHI,RB,9,DAL,41,56.2,43.9,17.1,58.5,61,28.1,68.5
119,Ahmad Bradshaw,IND,RB,11,ATL,32,50,28.1,12.5,40.6,40.6,21.2,66.2
120,Lamar Miller,MIA,RB,14,NYG,39,58.2,30.8,0,30.8,30.8,20.9,53.6
121,Doug Martin,TB,RB,4,CAR,38,48.1,52.6,13.2,65.8,65.8,28.3,74.5
122,Rashad Jennings,NYG,RB,1,DAL,21,33.9,61.9,4.8,61.9,66.7,11.2,53.3
122,Khiry Robinson,NO,RB,3,CAR,15,20.8,46.7,13.3,60,60,10,66.7
124,Giovani Bernard,CIN,RB,4,KC,23,42.6,56.5,0,56.5,56.5,12.2,53
125,Isaiah Crowell,CLE,RB,16,KC,28,41.2,57.1,0,57.1,57.1,14.8,52.9
126,LeSean McCoy,BUF,RB,9,MIA,34,61.8,47.1,5.9,52.9,52.9,22.9,67.4
127,Lance Dunbar,DAL,RB,3,ATL,20,37,5,50,55,55,23.5,117.5
128,Frank Gore,IND,RB,16,MIA,41,69.5,36.6,9.8,41.5,46.3,23.5,57.3
128,Rashad Jennings,NYG,RB,4,BUF,29,41.4,31,6.9,37.9,37.9,17.2,59.3
130,Charles Sims,TB,RB,5,JAX,26,38.8,46.2,15.4,61.5,61.5,17.6,67.7
130,Marcel Reece,OAK,FB,5,DEN,22,31.4,4.5,36.4,36.4,40.9,18.5,84.1
132,Doug Martin,TB,RB,14,NO,28,50.9,39.3,10.7,42.9,50,15.6,55.7
133,DeAngelo Williams,PIT,RB,2,SF,53,93,37.7,9.4,45.3,47.2,31.2,58.9
134,Giovani Bernard,CIN,RB,6,BUF,26,42.6,30.8,7.7,34.6,38.5,14.3,55
135,Dexter McCluster,TEN,RB,10,CAR,18,39.1,16.7,27.8,38.9,44.4,14.2,78.9
136,Jeremy Hill,CIN,RB,1,OAK,36,52.9,52.8,0,52.8,52.8,18.3,50.8
137,Darren Sproles,PHI,RB,1,ATL,25,33.8,20,36,48,56,19.6,78.4
138,Terron Ward,ATL,RB,4,HOU,30,42.3,63.3,3.3,66.7,66.7,16,53.3
138,Ryan Mathews,PHI,RB,10,MIA,20,20.8,35,15,45,50,12,60
138,Spencer Ware,KC,RB,13,OAK,17,33.3,41.2,11.8,52.9,52.9,10.5,61.8
138,Michael Burton,DET,FB,15,NO,14,26.4,0,14.3,14.3,14.3,9,64.3
142,Theo Riddick,DET,RB,12,PHI,26,36.1,7.7,19.2,26.9,26.9,17.8,68.5
143,Alfred Blue,HOU,RB,12,NO,29,41.4,55.2,3.4,58.6,58.6,15.1,52.1
144,Jeremy Hill,CIN,RB,15,SF,27,42.2,70.4,3.7,70.4,74.1,14.1,52.2
144,Matt Jones,WAS,RB,5,ATL,20,32.8,55,10,60,65,10.7,53.5
146,Tevin Coleman,ATL,RB,2,NYG,19,26.4,47.4,5.3,47.4,52.6,9.2,48.4
147,Javorius Allen,BAL,RB,5,CLE,12,17.1,66.7,8.3,66.7,75,5.8,48.3
148,Todd Gurley,LAR,RB,10,CHI,31,49.2,38.7,9.7,48.4,48.4,17.9,57.7
148,Isaiah Crowell,CLE,RB,4,LAC,26,36.6,46.2,11.5,57.7,57.7,15.5,59.6
150,CJ Spiller,NO,RB,8,NYG,20,25.6,20,20,30,40,11.6,58
150,Joseph Randle,DAL,RB,7,NYG,5,6.8,40,0,40,40,2.4,48
152,Kyle Juszczyk,BAL,FB,5,CLE,19,27.1,0,31.6,15.8,31.6,12.1,63.7
153,Donald Brown,LAC,RB,13,DEN,12,18.2,58.3,8.3,66.7,66.7,6.7,55.8
153,Derrick Coleman,SEA,FB,14,BAL,4,5.7,25,0,25,25,1.9,47.5
155,Mark Ingram,NO,RB,7,IND,44,50,31.8,4.5,36.4,36.4,25.8,58.6
155,Shane Vereen,NYG,RB,8,NO,26,35.6,7.7,34.6,38.5,42.3,20.3,78.1
157,Eddie Lacy,GB,RB,12,CHI,38,48.7,44.7,13.2,55.3,57.9,25.9,68.2
158,Doug Martin,TB,RB,11,PHI,50,64.1,54,2,54,56,26.5,53
159,Frank Gore,IND,RB,13,PIT,33,56.9,39.4,15.2,48.5,54.5,18.4,55.8
160,Lamar Miller,MIA,RB,9,BUF,56,81.2,21.4,12.5,33.9,33.9,33.1,59.1
161,Frank Gore,IND,RB,3,TEN,46,75.4,30.4,4.3,32.6,34.8,22.4,48.7
162,Mark Ingram,NO,RB,6,ATL,38,52.8,52.6,7.9,60.5,60.5,20.6,54.2
163,Charcandrick West,KC,RB,10,DEN,61,88.4,39.3,8.2,44.3,47.5,31.1,51
163,Ronnie Hillman,DEN,RB,8,GB,38,56.7,50,5.3,52.6,55.3,18.5,48.7
163,Charles Sims,TB,RB,11,PHI,28,35.9,35.7,14.3,46.4,50,15.9,56.8
166,John Kuhn,GB,FB,4,SF,15,20.5,6.7,6.7,13.3,13.3,7.9,52.7
167,Ryan Mathews,PHI,RB,16,WAS,17,21,23.5,17.6,35.3,41.2,9.8,57.6
168,DeAngelo Williams,PIT,RB,9,OAK,80,94.1,33.8,5,36.2,38.8,41.5,51.9
169,Marshawn Lynch,SEA,RB,7,SF,40,55.6,67.5,0,67.5,67.5,21.2,53
170,Rashad Jennings,NYG,RB,16,MIN,30,49.2,46.7,10,53.3,56.7,15.6,52
171,DeAngelo Williams,PIT,RB,16,BAL,56,91.8,30.4,10.7,41.1,41.1,35.3,63
172,Jeremy Hill,CIN,RB,13,CLE,35,61.4,62.9,2.9,62.9,65.7,15.8,45.1
173,Andre Ellington,ARI,RB,16,GB,10,17.2,70,10,80,80,5.5,55
174,Adrian Peterson,MIN,RB,16,NYG,40,57.1,55,5,57.5,60,21.9,54.8
175,Todd Gurley,LAR,RB,4,ARI,36,67.9,52.8,5.6,58.3,58.3,21.1,58.6
175,Zac Stacy,NYJ,RB,4,MIA,19,24.7,26.3,15.8,36.8,42.1,10.5,55.3
177,Latavius Murray,OAK,RB,7,LAC,33,53.2,45.5,3,48.5,48.5,15.6,47.3
178,Dion Lewis,NE,RB,8,MIA,39,54.2,12.8,23.1,28.2,35.9,23.2,59.5
178,Ronnie Hillman,DEN,RB,12,NE,27,34.2,51.9,3.7,55.6,55.6,12.9,47.8
178,Joique Bell,DET,RB,14,LAR,17,23.9,41.2,11.8,52.9,52.9,9.5,55.9
181,Chris Polk,HOU,RB,13,BUF,30,39.5,40,3.3,43.3,43.3,14.2,47.3
182,Devonta Freeman,ATL,RB,6,NO,63,86.3,20.6,15.9,33.3,36.5,38.6,61.3
183,Shane Vereen,NYG,RB,5,SF,39,49.4,12.8,20.5,33.3,33.3,25,64.1
183,Zach Line,MIN,FB,2,DET,14,21.5,7.1,0,7.1,7.1,6.1,43.6
185,LeGarrette Blount,NE,RB,5,DAL,17,28.8,76.5,0,76.5,76.5,7.4,43.5
186,Justin Forsett,BAL,RB,5,CLE,53,75.7,39.6,9.4,47.2,49.1,30,56.6
187,Danny Woodhead,LAC,RB,1,DET,42,53.2,31,14.3,38.1,45.2,21.2,50.5
187,Justin Forsett,BAL,RB,11,LAR,6,7.8,66.7,0,66.7,66.7,2.6,43.3
189,Isaiah Crowell,CLE,RB,5,BAL,34,38.6,38.2,5.9,44.1,44.1,16.7,49.1
189,Denard Robinson,JAX,RB,14,IND,34,52.3,41.2,5.9,44.1,47.1,15.7,46.2
191,Andre Williams,NYG,RB,2,ATL,10,14.1,60,0,60,60,4.3,43
192,Matt Asiata,MIN,RB,14,ARI,7,10.3,0,28.6,28.6,28.6,5,71.4
193,Doug Martin,TB,RB,7,WAS,40,63.5,47.5,7.5,55,55,23.1,57.8
193,Danny Woodhead,LAC,RB,9,CHI,40,57.1,15,25,30,40,23.1,57.8
193,Eddie Lacy,GB,RB,8,DEN,25,47.2,44,8,48,52,11.7,46.8
196,Javorius Allen,BAL,RB,13,MIA,54,69.2,31.5,24.1,53.7,55.6,38,70.4
196,Shane Vereen,NYG,RB,15,CAR,31,41.3,12.9,32.3,38.7,45.2,21.2,68.4
196,Mark Ingram,NO,RB,10,WAS,23,40.4,21.7,17.4,34.8,39.1,12.8,55.7
199,Branden Oliver,LAC,RB,8,BAL,8,11.9,50,25,75,75,5.4,67.5
199,Alonzo Harris,GB,RB,3,KC,4,5.3,50,0,50,50,1.7,42.5
201,Eddie Lacy,GB,RB,14,DAL,49,56.3,49,2,51,51,24.8,50.6
201,DeMarco Murray,PHI,RB,1,ATL,33,44.6,24.2,15.2,36.4,39.4,18,54.5
201,Alfred Morris,WAS,RB,10,NO,25,40.3,60,12,72,72,13.6,54.4
204,Jamaal Charles,KC,RB,3,GB,62,87.3,17.7,11.3,25.8,29,31.2,50.3
204,DeMarco Murray,PHI,RB,6,NYG,44,56.4,47.7,9.1,54.5,56.8,24.6,55.9
204,Andre Ellington,ARI,RB,10,SEA,35,39.3,14.3,11.4,22.9,25.7,17.8,50.9
207,Karlos Williams,BUF,RB,2,NE,23,31.9,26.1,13,34.8,39.1,11.7,50.9
208,Rashad Jennings,NYG,RB,15,CAR,35,46.7,45.7,8.6,48.6,54.3,19.7,56.3
208,Branden Oliver,LAC,RB,1,DET,5,6.3,40,20,60,60,3.1,62
210,Chris Ivory,NYJ,RB,4,MIA,54,70.1,53.7,3.7,53.7,57.4,25.6,47.4
210,DeMarco Murray,PHI,RB,5,NO,43,51.2,46.5,18.6,62.8,65.1,25,58.1
212,James White,NE,RB,16,NYJ,22,39.3,9.1,22.7,31.8,31.8,14.2,64.5
213,Todd Gurley,LAR,RB,16,SEA,36,67.9,52.8,2.8,55.6,55.6,16,44.4
213,Kyle Juszczyk,BAL,FB,7,ARI,18,28.1,0,27.8,22.2,27.8,11.5,63.9
215,Matt Forte,CHI,RB,13,SF,44,56.4,47.7,11.4,59.1,59.1,23.3,53
216,CJ Anderson,DEN,RB,13,LAC,13,18.8,53.8,7.7,61.5,61.5,6.4,49.2
217,Theo Riddick,DET,RB,3,DEN,16,20.5,0,62.5,50,62.5,14.6,91.2
217,Damien Williams,MIA,RB,16,IND,8,11.1,0,37.5,37.5,37.5,6.3,78.8
219,Jeremy Langford,CHI,RB,9,LAC,54,75,33.3,7.4,38.9,40.7,25.2,46.7
220,Ryan Mathews,PHI,RB,3,NYJ,41,56.2,58.5,9.8,63.4,68.3,22.8,55.6
220,Darren Sproles,PHI,RB,11,TB,29,40.8,20.7,24.1,31,44.8,14.9,51.4
220,Joique Bell,DET,RB,16,SF,20,28.2,35,15,45,50,10.2,51
223,Duke Johnson,CLE,RB,4,LAC,43,60.6,18.6,23.3,39.5,41.9,26.6,61.9
223,Todd Gurley,LAR,RB,15,TB,34,65.4,61.8,5.9,67.6,67.6,15.9,46.8
225,Donald Brown,LAC,RB,16,OAK,27,34.6,51.9,14.8,63,66.7,14,51.9
225,Zach Line,MIN,FB,3,LAC,15,26.3,6.7,0,6.7,6.7,6.1,40.7
225,Zurlon Tipton,IND,RB,14,JAX,14,19.4,7.1,35.7,35.7,42.9,9.7,69.3
228,Alfred Blue,HOU,RB,3,TB,49,52.7,63.3,0,63.3,63.3,22.9,46.7
229,Jonathan Stewart,CAR,RB,6,SEA,51,69.9,39.2,2,41.2,41.2,21.6,42.4
229,Matt Forte,CHI,RB,14,WAS,28,47.5,35.7,7.1,39.3,42.9,12.3,43.9
231,Latavius Murray,OAK,RB,3,CLE,52,73.2,50,1.9,51.9,51.9,24.9,47.9
232,Javorius Allen,BAL,RB,12,CLE,36,61,33.3,13.9,44.4,47.2,18.4,51.1
232,Donald Brown,LAC,RB,15,MIA,26,32.9,46.2,11.5,53.8,57.7,12.4,47.7
232,James White,NE,RB,14,HOU,25,37.3,4,24,20,28,14,56
232,Jay Ajayi,MIA,RB,10,PHI,12,17.9,50,0,50,50,4.8,40
232,Zach Line,MIN,FB,14,ARI,6,8.8,0,16.7,16.7,16.7,3.4,56.7
232,Orleans Darkwa,NYG,RB,16,MIN,6,9.8,16.7,16.7,33.3,33.3,3.4,56.7
232,Javorius Allen,BAL,RB,3,CIN,3,4,100,0,100,100,1.2,40
232,Bobby Rainey,TB,RB,2,NO,2,3,0,50,50,50,1.8,90
232,Thomas Rawls,SEA,RB,6,CAR,2,3.3,50,0,50,50,0.8,40
232,Bobby Rainey,TB,RB,7,WAS,1,1.6,0,100,100,100,1.4,140
242,Joseph Randle,DAL,RB,1,NYG,27,38,59.3,11.1,70.4,70.4,13.7,50.7
243,LeGarrette Blount,NE,RB,9,WAS,48,60,60.4,0,60.4,60.4,21.9,45.6
244,Duke Johnson,CLE,RB,9,CIN,25,47.2,12,16,20,28,11.8,47.2
245,Bilal Powell,NYJ,RB,13,NYG,43,55.1,14,30.2,32.6,44.2,24.8,57.7
246,CJ Anderson,DEN,RB,16,CIN,31,47.7,29,6.5,32.3,35.5,14.1,45.5
247,Arian Foster,HOU,RB,7,MIA,63,77.8,28.6,11.1,36.5,39.7,29.5,46.8
247,Darren Sproles,PHI,RB,14,BUF,27,35.1,25.9,11.1,33.3,37,12.5,46.3
247,Javorius Allen,BAL,RB,7,ARI,9,14.1,33.3,11.1,44.4,44.4,4.5,50
250,Andre Williams,NYG,RB,3,WAS,23,33.8,60.9,0,60.9,60.9,8.9,38.7
250,Bruce Miller,SF,FB,6,BAL,23,39,0,13,13,13,11.9,51.7
252,Chris Ivory,NYJ,RB,12,MIA,42,56,50,4.8,54.8,54.8,18.2,43.3
252,Bilal Powell,NYJ,RB,15,DAL,36,50.7,16.7,19.4,36.1,36.1,20.9,58.1
252,Rex Burkhead,CIN,RB,4,KC,7,13,0,14.3,14.3,14.3,3.7,52.9
255,Danny Woodhead,LAC,RB,4,CLE,36,55.4,22.2,11.1,33.3,33.3,17.8,49.4
255,Kerwynn Williams,ARI,RB,15,PHI,12,15.8,50,8.3,58.3,58.3,5.6,46.7
257,Javorius Allen,BAL,RB,16,PIT,45,60,37.8,11.1,48.9,48.9,22.2,49.3
257,Alfred Morris,WAS,RB,14,CHI,22,31.4,50,4.5,50,54.5,8.4,38.2
259,Shane Vereen,NYG,RB,9,TB,27,36,22.2,14.8,37,37,14.3,53
260,Alfred Blue,HOU,RB,11,NYJ,40,53.3,52.5,7.5,60,60,18.2,45.5
261,Lamar Miller,MIA,RB,6,TEN,47,70.1,40.4,6.4,44.7,46.8,22.8,48.5
262,Devonta Freeman,ATL,RB,5,WAS,68,85,39.7,11.8,50,51.5,35.7,52.5
263,TJ Yeldon,JAX,RB,13,TEN,52,86.7,28.8,7.7,36.5,36.5,23.6,45.4
263,Jeremy Langford,CHI,RB,12,GB,30,44.8,40,10,43.3,50,12.3,41
265,Darren McFadden,DAL,RB,7,NYG,59,80.8,49.2,3.4,52.5,52.5,27.2,46.1
265,Adrian Peterson,MIN,RB,9,LAR,54,75,53.7,3.7,57.4,57.4,25.3,46.9
267,Chris Thompson,WAS,RB,3,NYG,39,50.6,5.1,28.2,25.6,33.3,22.6,57.9
268,Charles Sims,TB,RB,3,HOU,30,49.2,20,6.7,26.7,26.7,13.2,44
268,Thomas Rawls,SEA,RB,7,SF,11,15.3,54.5,18.2,72.7,72.7,6.1,55.5
270,CJ Spiller,NO,RB,2,TB,7,9,42.9,14.3,57.1,57.1,3.6,51.4
271,Thomas Rawls,SEA,RB,13,MIN,44,65.7,43.2,6.8,50,50,23.3,53
272,Jeremy Hill,CIN,RB,6,BUF,35,57.4,45.7,2.9,48.6,48.6,13.9,39.7
273,Antone Smith,CHI,RB,9,LAC,3,4.2,33.3,0,33.3,33.3,1.1,36.7
274,Dion Lewis,NE,RB,5,DAL,42,71.2,14.3,26.2,33.3,40.5,23.3,55.5
274,Dexter McCluster,TEN,RB,6,MIA,28,40.6,17.9,14.3,28.6,32.1,13.2,47.1
276,Dion Lewis,NE,RB,3,JAX,35,43.2,22.9,14.3,37.1,37.1,17.7,50.6
