Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
65,LeSean McCoy,BUF,RB,11,NE,20,82,4.1,1,10,6,41,0,0,0,24.3,24.3
66,James Starks,GB,RB,9,CAR,10,39,3.9,0,8,6,83,1,0,0,24.2,24.2
67,Jeremy Hill,CIN,RB,4,KC,9,40,4.4,3,0,0,0,0,0,0,24,24
68,Charcandrick West,KC,RB,7,PIT,22,110,5,1,5,2,19,0,0,0,23.9,23.9
68,LeSean McCoy,BUF,RB,10,NYJ,19,112,5.9,0,5,5,47,0,0,0,23.9,23.9
70,Jerick McKinnon,MIN,RB,16,NYG,7,89,12.7,2,3,2,8,0,0,0,23.7,23.7
70,Jamaal Charles,KC,RB,2,DEN,21,125,6,1,5,4,2,0,2,2,23.7,23.7
72,TJ Yeldon,JAX,RB,13,TEN,15,57,3.8,1,4,4,79,0,0,0,23.6,23.6
73,Frank Gore,IND,RB,16,MIA,15,85,5.7,2,4,2,10,0,0,0,23.5,23.5
73,Spencer Ware,KC,RB,12,BUF,19,114,6,1,3,3,1,0,0,0,23.5,23.5
73,DeAngelo Williams,PIT,RB,13,IND,26,134,5.2,0,6,5,31,0,2,1,23.5,23.5
73,Lance Dunbar,DAL,RB,3,ATL,1,5,5,0,10,10,100,0,0,0,23.5,23.5
77,LeGarrette Blount,NE,RB,6,IND,16,93,5.8,1,1,1,11,1,0,0,23.4,23.4
78,Matt Forte,CHI,RB,13,SF,21,84,4,1,5,5,39,0,0,0,23.3,23.3
78,Thomas Rawls,SEA,RB,13,MIN,19,101,5.3,1,3,3,22,0,1,1,23.3,23.3
78,Dion Lewis,NE,RB,5,DAL,6,34,5.7,0,11,8,59,1,0,0,23.3,23.3
81,Adrian Peterson,MIN,RB,2,DET,29,134,4.6,0,2,2,58,0,2,1,23.2,23.2
81,Dion Lewis,NE,RB,8,MIA,5,19,3.8,0,9,6,93,1,0,0,23.2,23.2
83,Spencer Ware,KC,RB,11,LAC,11,96,8.7,2,1,1,5,0,0,0,23.1,23.1
83,DeAngelo Williams,PIT,RB,14,CIN,23,76,3.3,2,2,2,15,0,0,0,23.1,23.1
83,Doug Martin,TB,RB,7,WAS,19,136,7.2,0,3,3,35,0,0,0,23.1,23.1
83,Danny Woodhead,LAC,RB,9,CHI,6,33,5.5,0,10,6,78,1,0,0,23.1,23.1
83,Devonta Freeman,ATL,RB,15,JAX,25,56,2.2,1,10,7,45,0,0,0,23.1,23.1
88,Chris Ivory,NYJ,RB,1,CLE,20,91,4.6,2,1,1,9,0,0,0,23,23
89,Alfred Blue,HOU,RB,3,TB,31,139,4.5,1,0,0,0,0,1,0,22.9,22.9
89,LeSean McCoy,BUF,RB,9,MIA,16,112,7,1,2,2,7,0,0,0,22.9,22.9
91,Lamar Miller,MIA,RB,6,TEN,19,113,5.9,1,3,2,5,0,0,0,22.8,22.8
91,Ryan Mathews,PHI,RB,3,NYJ,24,108,4.5,0,4,2,20,1,1,1,22.8,22.8
93,Latavius Murray,OAK,RB,16,LAC,19,79,4.2,1,5,5,38,0,0,0,22.7,22.7
94,Bishop Sankey,TEN,RB,1,TB,12,74,6.2,1,3,2,12,1,1,0,22.6,22.6
94,Chris Thompson,WAS,RB,3,NYG,2,29,14.5,0,11,8,57,1,1,0,22.6,22.6
96,Frank Gore,IND,RB,3,TEN,14,86,6.1,2,2,1,8,0,0,0,22.4,22.4
96,TJ Yeldon,JAX,RB,7,BUF,20,115,5.8,1,3,1,9,0,0,0,22.4,22.4
96,Matt Forte,CHI,RB,15,MIN,8,47,5.9,0,7,6,57,1,0,0,22.4,22.4
99,Charcandrick West,KC,RB,8,DET,20,97,4.8,1,6,4,25,0,0,0,22.2,22.2
99,Arian Foster,HOU,RB,6,JAX,18,53,2.9,0,6,5,59,1,1,0,22.2,22.2
99,Javorius Allen,BAL,RB,16,PIT,17,77,4.5,1,5,5,35,0,0,0,22.2,22.2
102,LeGarrette Blount,NE,RB,9,WAS,29,129,4.4,1,0,0,0,0,1,0,21.9,21.9
102,Adrian Peterson,MIN,RB,16,NYG,22,104,4.7,1,2,1,15,0,0,0,21.9,21.9
102,CJ Spiller,NO,RB,4,DAL,2,10,5,0,5,5,99,1,0,0,21.9,21.9
102,Matt Forte,CHI,RB,5,KC,18,71,3.9,0,7,5,38,1,0,0,21.9,21.9
102,Devonta Freeman,ATL,RB,9,SF,12,12,1,0,10,8,67,1,0,0,21.9,21.9
107,David Johnson,ARI,RB,16,GB,9,39,4.3,1,6,3,88,0,0,0,21.7,21.7
108,Jonathan Stewart,CAR,RB,6,SEA,20,78,3.9,2,1,1,8,0,0,0,21.6,21.6
109,Jonathan Stewart,CAR,RB,11,WAS,21,102,4.9,0,1,1,12,1,0,0,21.4,21.4
110,Jamaal Charles,KC,RB,1,HOU,16,57,3.6,0,8,5,46,1,1,0,21.3,21.3
110,Lamar Miller,MIA,RB,10,PHI,16,43,2.7,0,8,6,50,1,0,0,21.3,21.3
110,Theo Riddick,DET,RB,5,ARI,0,0,0,0,13,10,53,1,0,0,21.3,21.3
113,Danny Woodhead,LAC,RB,1,DET,13,43,3.3,2,6,3,19,0,0,0,21.2,21.2
113,Marshawn Lynch,SEA,RB,7,SF,27,122,4.5,1,0,0,0,0,0,0,21.2,21.2
113,Chris Johnson,ARI,RB,7,BAL,18,122,6.8,1,0,0,0,0,0,0,21.2,21.2
113,Ahmad Bradshaw,IND,RB,11,ATL,9,32,3.6,0,4,4,20,2,0,0,21.2,21.2
113,Shane Vereen,NYG,RB,15,CAR,4,29,7.2,0,10,8,43,1,0,0,21.2,21.2
118,Ryan Mathews,PHI,RB,7,CAR,6,97,16.2,1,3,3,24,0,0,0,21.1,21.1
118,Todd Gurley,LAR,RB,4,ARI,19,146,7.7,0,2,2,15,0,1,0,21.1,21.1
120,Lamar Miller,MIA,RB,14,NYG,12,89,7.4,2,0,0,0,0,0,0,20.9,20.9
120,Mark Ingram,NO,RB,3,CAR,14,50,3.6,1,5,5,49,0,0,0,20.9,20.9
120,Darren McFadden,DAL,RB,11,MIA,29,129,4.4,0,3,3,20,0,0,0,20.9,20.9
120,Bilal Powell,NYJ,RB,15,DAL,6,25,4.2,1,7,7,54,0,0,0,20.9,20.9
124,Ronnie Hillman,DEN,RB,4,MIN,11,103,9.4,1,1,1,5,0,0,0,20.8,20.8
124,Arian Foster,HOU,RB,5,IND,19,41,2.2,0,10,9,77,0,0,0,20.8,20.8
126,Charles Sims,TB,RB,16,CHI,4,45,11.2,0,5,3,72,1,0,0,20.7,20.7
126,Le'Veon Bell,PIT,RB,7,KC,17,121,7.1,0,4,4,16,0,0,0,20.7,20.7
126,James White,NE,RB,15,TEN,1,6,6,0,8,7,71,1,0,0,20.7,20.7
129,Mark Ingram,NO,RB,6,ATL,20,46,2.3,2,3,3,10,0,0,0,20.6,20.6
129,CJ Anderson,DEN,RB,8,GB,14,101,7.2,1,1,1,5,0,0,0,20.6,20.6
131,Jamaal Charles,KC,RB,4,CIN,11,75,6.8,0,6,6,70,0,0,0,20.5,20.5
132,Shane Vereen,NYG,RB,8,NO,2,3,1.5,0,9,8,60,1,0,0,20.3,20.3
132,Devonta Freeman,ATL,RB,13,TB,14,47,3.4,0,11,10,56,0,0,0,20.3,20.3
134,Mark Ingram,NO,RB,1,ARI,9,24,2.7,0,9,8,98,0,0,0,20.2,20.2
135,David Johnson,ARI,RB,13,LAR,22,99,4.5,0,3,2,21,1,1,0,20,20
135,Karlos Williams,BUF,RB,3,MIA,12,110,9.2,1,0,0,0,0,0,0,20,20
135,Darren Sproles,PHI,RB,13,NE,15,66,4.4,0,6,4,34,0,0,0,20,20
138,Matt Forte,CHI,RB,6,DET,24,69,2.9,1,5,3,20,0,1,0,19.9,19.9
138,Todd Gurley,LAR,RB,9,MIN,24,89,3.7,1,5,3,20,0,0,0,19.9,19.9
138,Mark Ingram,NO,RB,13,CAR,12,56,4.7,1,6,4,23,0,1,0,19.9,19.9
138,Giovani Bernard,CIN,RB,2,LAC,20,123,6.2,0,3,3,16,0,0,0,19.9,19.9
142,Chris Ivory,NYJ,RB,9,JAX,23,26,1.1,2,3,3,22,0,1,0,19.8,19.8
143,Latavius Murray,OAK,RB,13,KC,20,86,4.3,1,6,4,11,0,2,0,19.7,19.7
143,Rashad Jennings,NYG,RB,15,CAR,16,107,6.7,1,3,1,0,0,1,1,19.7,19.7
145,Shaun Draughn,SF,RB,13,CHI,13,36,2.8,1,6,5,50,0,0,0,19.6,19.6
145,Darren Sproles,PHI,RB,1,ATL,5,50,10,0,9,7,76,0,1,0,19.6,19.6
145,Darren Sproles,PHI,RB,3,NYJ,11,17,1.5,1,6,4,19,0,0,0,19.6,19.6
148,Brandon Bolden,NE,RB,12,DEN,4,11,2.8,0,4,4,84,1,0,0,19.5,19.5
149,Adrian Peterson,MIN,RB,4,DEN,16,81,5.1,1,6,4,13,0,0,0,19.4,19.4
149,Ameer Abdullah,DET,RB,1,LAC,7,50,7.1,1,4,4,44,0,1,0,19.4,19.4
151,Jonathan Stewart,CAR,RB,13,NO,21,82,3.9,1,3,3,31,0,1,1,19.3,19.3
152,Bilal Powell,NYJ,RB,14,TEN,3,36,12,0,5,5,46,1,0,0,19.2,19.2
153,Devonta Freeman,ATL,RB,8,TB,21,88,4.2,0,8,6,43,0,0,0,19.1,19.1
154,Mike Gillislee,BUF,RB,16,DAL,9,93,10.3,1,2,2,16,0,0,0,18.9,18.9
154,Todd Gurley,LAR,RB,5,GB,30,159,5.3,0,0,0,0,0,0,0,18.9,18.9
156,Mark Ingram,NO,RB,4,DAL,17,77,4.5,0,7,6,51,0,0,0,18.8,18.8
156,Danny Woodhead,LAC,RB,16,OAK,11,55,5,0,10,8,53,0,0,0,18.8,18.8
158,James White,NE,RB,11,BUF,2,14,7,1,3,2,32,1,0,0,18.6,18.6
158,Ryan Mathews,PHI,RB,5,NO,8,73,9.1,1,3,3,23,0,0,0,18.6,18.6
158,Jerick McKinnon,MIN,RB,15,CHI,7,10,1.4,0,4,4,76,1,0,0,18.6,18.6
161,Ronnie Hillman,DEN,RB,8,GB,19,60,3.2,2,2,1,-5,0,0,0,18.5,18.5
161,Matt Forte,CHI,RB,4,OAK,25,91,3.6,0,4,4,64,0,1,1,18.5,18.5
161,Marcel Reece,OAK,FB,5,DEN,1,6,6,0,8,7,49,1,0,0,18.5,18.5
164,Frank Gore,IND,RB,13,PIT,13,45,3.5,0,5,3,49,1,0,0,18.4,18.4
164,Javorius Allen,BAL,RB,12,CLE,12,55,4.6,0,5,4,29,1,0,0,18.4,18.4
166,Jeremy Hill,CIN,RB,1,OAK,19,63,3.3,2,0,0,0,0,0,0,18.3,18.3
167,Chris Ivory,NYJ,RB,12,MIA,21,87,4.1,1,2,2,15,0,0,0,18.2,18.2
167,Alfred Blue,HOU,RB,11,NYJ,21,58,2.8,0,3,3,34,1,0,0,18.2,18.2
169,Joique Bell,DET,RB,15,NO,8,71,8.9,1,3,2,30,0,1,0,18.1,18.1
169,LeSean McCoy,BUF,RB,12,KC,19,70,3.7,0,5,3,31,1,1,1,18.1,18.1
171,Justin Forsett,BAL,RB,4,PIT,27,150,5.6,0,1,0,0,0,0,0,18,18
171,Devonta Freeman,ATL,RB,16,CAR,22,73,3.3,1,5,3,17,0,0,0,18,18
171,DeMarco Murray,PHI,RB,1,ATL,8,9,1.1,1,5,4,11,1,0,0,18,18
171,Devonta Freeman,ATL,RB,7,TEN,25,116,4.6,0,3,2,14,0,0,0,18,18
175,Eddie Lacy,GB,RB,1,CHI,19,85,4.5,1,3,2,14,0,0,0,17.9,17.9
175,Todd Gurley,LAR,RB,10,CHI,12,45,3.8,1,3,3,44,0,0,0,17.9,17.9
175,DeMarco Murray,PHI,RB,10,MIA,22,61,2.8,0,8,6,58,0,0,0,17.9,17.9
178,Andre Ellington,ARI,RB,10,SEA,5,61,12.2,1,4,3,27,0,0,0,17.8,17.8
178,Danny Woodhead,LAC,RB,4,CLE,8,54,6.8,0,4,4,84,0,0,0,17.8,17.8
178,Theo Riddick,DET,RB,12,PHI,2,6,3,0,5,5,62,1,0,0,17.8,17.8
181,Latavius Murray,OAK,RB,2,BAL,15,65,4.3,1,3,3,22,0,0,0,17.7,17.7
181,Dion Lewis,NE,RB,3,JAX,8,37,4.6,1,5,5,30,0,0,0,17.7,17.7
181,Lamar Miller,MIA,RB,16,IND,15,31,2.1,1,6,5,36,0,0,0,17.7,17.7
184,Marcel Reece,OAK,FB,1,CIN,0,0,0,0,4,3,26,2,0,0,17.6,17.6
184,Charles Sims,TB,RB,5,JAX,12,51,4.2,0,4,4,85,0,0,0,17.6,17.6
186,Ronnie Hillman,DEN,RB,6,CLE,20,111,5.6,0,5,3,4,0,0,0,17.5,17.5
186,David Johnson,ARI,RB,2,CHI,5,42,8.4,1,2,1,3,0,0,0,17.5,17.5
186,Shane Vereen,NYG,RB,2,ATL,6,19,3.2,0,8,8,76,0,0,0,17.5,17.5
189,LeSean McCoy,BUF,RB,6,CIN,17,90,5.3,1,4,2,4,0,0,0,17.4,17.4
189,Marshawn Lynch,SEA,RB,1,LAR,18,73,4.1,0,7,5,31,0,0,0,17.4,17.4
191,TJ Yeldon,JAX,RB,5,TB,11,32,2.9,0,6,5,31,1,0,0,17.3,17.3
191,David Johnson,ARI,RB,14,MIN,19,92,4.8,0,7,5,31,0,0,0,17.3,17.3
191,Darren McFadden,DAL,RB,8,SEA,20,64,3.2,0,8,6,49,0,1,0,17.3,17.3
194,Frank Gore,IND,RB,9,DEN,28,83,3,1,3,1,19,0,0,0,17.2,17.2
194,Rashad Jennings,NYG,RB,4,BUF,9,38,4.2,0,2,2,54,1,0,0,17.2,17.2
194,DeAngelo Williams,PIT,RB,1,NE,21,127,6,0,1,1,5,0,0,0,17.2,17.2
197,Patrick DiMarco,ATL,FB,11,IND,0,0,0,0,4,3,21,2,0,0,17.1,17.1
197,David Johnson,ARI,RB,4,LAR,3,18,6,0,10,4,63,1,1,1,17.1,17.1
197,Justin Forsett,BAL,RB,6,SF,17,62,3.6,0,8,7,39,0,0,0,17.1,17.1
200,Darren McFadden,DAL,RB,5,NE,5,16,3.2,0,10,9,62,0,0,0,16.8,16.8
201,Carlos Hyde,SF,RB,5,NYG,21,93,4.4,1,5,1,4,0,0,0,16.7,16.7
201,Isaiah Crowell,CLE,RB,5,BAL,13,49,3.8,0,2,2,38,1,0,0,16.7,16.7
201,Karlos Williams,BUF,RB,16,DAL,17,76,4.5,1,2,2,21,0,1,1,16.7,16.7
201,Denard Robinson,JAX,RB,15,ATL,14,41,2.9,0,10,8,46,0,2,0,16.7,16.7
205,DeAngelo Williams,PIT,RB,15,DEN,14,26,1.9,1,6,5,30,0,0,0,16.6,16.6
206,Jeremy Hill,CIN,RB,11,ARI,13,45,3.5,2,0,0,0,0,0,0,16.5,16.5
206,Tim Hightower,NO,RB,14,TB,28,85,3,1,1,1,10,0,0,0,16.5,16.5
206,Charcandrick West,KC,RB,15,BAL,16,76,4.8,1,2,2,9,0,0,0,16.5,16.5
206,Travaris Cadet,NO,RB,16,JAX,1,6,6,0,5,3,69,1,0,0,16.5,16.5
206,Javorius Allen,BAL,RB,11,LAR,22,67,3,0,6,5,48,0,0,0,16.5,16.5
211,Dexter McCluster,TEN,RB,2,CLE,10,98,9.8,0,4,4,26,0,0,0,16.4,16.4
211,Danny Woodhead,LAC,RB,2,CIN,7,36,5.1,0,6,6,68,0,0,0,16.4,16.4
213,Mike Gillislee,BUF,RB,15,WAS,4,81,20.2,1,2,2,2,0,0,0,16.3,16.3
213,Darren McFadden,DAL,RB,15,NYJ,16,100,6.2,0,3,2,13,0,0,0,16.3,16.3
215,Joique Bell,DET,RB,12,PHI,7,25,3.6,1,3,2,57,0,0,0,16.2,16.2
215,Benjamin Cunningham,LAR,RB,1,SEA,16,45,2.8,0,7,4,77,0,0,0,16.2,16.2
215,Darren McFadden,DAL,RB,9,PHI,27,117,4.3,0,2,1,5,0,0,0,16.2,16.2
218,Khiry Robinson,NO,RB,7,IND,14,28,2,2,1,1,3,0,0,0,16.1,16.1
219,Terron Ward,ATL,RB,4,HOU,19,72,3.8,1,1,1,18,0,0,0,16,16
219,Todd Gurley,LAR,RB,16,SEA,19,83,4.4,1,1,1,7,0,1,0,16,16
219,Doug Martin,TB,RB,13,ATL,25,95,3.8,1,2,1,5,0,1,1,16,16
219,Karlos Williams,BUF,RB,4,NYG,18,40,2.2,0,4,3,30,1,0,0,16,16
219,Dion Lewis,NE,RB,1,PIT,15,69,4.6,0,5,4,51,0,1,0,16,16
219,Duke Johnson,CLE,RB,7,LAR,6,17,2.8,0,7,7,73,0,0,0,16,16
225,Jonathan Stewart,CAR,RB,14,ATL,10,75,7.5,1,1,1,14,0,0,0,15.9,15.9
225,Todd Gurley,LAR,RB,15,TB,21,48,2.3,1,2,2,31,0,0,0,15.9,15.9
225,Charles Sims,TB,RB,11,PHI,10,43,4.3,0,4,3,26,1,0,0,15.9,15.9
225,Ameer Abdullah,DET,RB,15,NO,9,77,8.6,1,2,2,12,0,1,1,15.9,15.9
225,Devonta Freeman,ATL,RB,2,NYG,12,25,2.1,1,8,4,34,0,0,0,15.9,15.9
225,Ty Montgomery,GB,RB,5,LAR,0,0,0,0,5,4,59,1,0,0,15.9,15.9
225,Mark Ingram,NO,RB,8,NYG,16,80,5,0,5,4,39,0,0,0,15.9,15.9
225,Latavius Murray,OAK,RB,8,NYJ,20,113,5.6,0,2,1,6,0,0,0,15.9,15.9
225,TJ Yeldon,JAX,RB,4,IND,22,105,4.8,0,3,2,4,0,0,0,15.9,15.9
225,Adrian Peterson,MIN,RB,8,CHI,20,103,5.2,0,2,2,6,0,0,0,15.9,15.9
225,Pierre Thomas,WAS,RB,16,PHI,4,22,5.5,0,8,7,67,0,0,0,15.9,15.9
236,Frank Gore,IND,RB,5,HOU,22,98,4.5,1,0,0,0,0,0,0,15.8,15.8
236,Jeremy Hill,CIN,RB,13,CLE,22,98,4.5,1,1,0,0,0,0,0,15.8,15.8
236,Eddie Lacy,GB,RB,16,ARI,12,60,5,0,2,1,28,1,0,0,15.8,15.8
239,Denard Robinson,JAX,RB,14,IND,14,75,5.4,1,2,1,12,0,0,0,15.7,15.7
239,LeGarrette Blount,NE,RB,10,NYG,19,66,3.5,1,2,2,11,0,0,0,15.7,15.7
239,Mark Ingram,NO,RB,12,HOU,9,52,5.8,0,8,6,45,0,0,0,15.7,15.7
239,Shaun Draughn,SF,RB,11,SEA,12,37,3.1,0,11,8,40,0,1,0,15.7,15.7
243,Latavius Murray,OAK,RB,7,LAC,15,85,5.7,1,1,1,1,0,0,0,15.6,15.6
243,Doug Martin,TB,RB,14,NO,11,81,7.4,1,3,1,5,0,0,0,15.6,15.6
243,Rashad Jennings,NYG,RB,16,MIN,14,74,5.3,0,3,2,62,0,0,0,15.6,15.6
243,James Starks,GB,RB,10,DET,15,42,2.8,0,7,6,54,0,1,0,15.6,15.6
247,Isaiah Crowell,CLE,RB,4,LAC,12,63,5.2,0,3,3,62,0,0,0,15.5,15.5
247,Jonathan Stewart,CAR,RB,7,PHI,24,125,5.2,0,1,0,0,0,0,0,15.5,15.5
249,Melvin Gordon,LAC,RB,5,PIT,15,42,2.8,0,9,7,52,0,1,1,15.4,15.4
250,Theo Riddick,DET,RB,16,SF,7,20,2.9,0,8,7,63,0,0,0,15.3,15.3
251,Jonathan Stewart,CAR,RB,10,TEN,22,91,4.1,1,0,0,0,0,0,0,15.1,15.1
251,Alfred Blue,HOU,RB,12,NO,16,77,4.8,1,1,1,4,0,0,0,15.1,15.1
251,Alfred Morris,WAS,RB,1,MIA,25,121,4.8,0,0,0,0,0,0,0,15.1,15.1
251,Giovani Bernard,CIN,RB,5,SEA,15,80,5.3,0,8,5,21,0,0,0,15.1,15.1
255,DeAngelo Williams,PIT,RB,8,CIN,9,71,7.9,0,4,4,39,0,0,0,15,15
255,Latavius Murray,OAK,RB,1,CIN,11,44,4,0,7,7,36,0,0,0,15,15
255,Lance Dunbar,DAL,RB,1,NYG,0,0,0,0,8,8,70,0,0,0,15,15
258,Darren Sproles,PHI,RB,11,TB,6,21,3.5,0,7,3,38,1,0,0,14.9,14.9
258,LeSean McCoy,BUF,RB,14,PHI,20,74,3.7,0,7,4,35,0,0,0,14.9,14.9
260,Isaiah Crowell,CLE,RB,16,KC,16,88,5.5,1,0,0,0,0,0,0,14.8,14.8
260,Mike Tolbert,CAR,FB,7,PHI,3,16,5.3,1,1,1,2,1,0,0,14.8,14.8
260,Lamar Miller,MIA,RB,13,BAL,20,113,5.6,0,2,1,5,0,1,1,14.8,14.8
