Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1,Zach Ertz,PHI,TE,8,84,61,72.6,644,3,34,7.7,10.6,0,0,0,0,0,0,19,152.4
2,Travis Kelce,KC,TE,8,70,44,62.9,642,4,43,9.2,14.6,0,0,0,0,0,0,17.6,141.2
3,Eric Ebron,IND,TE,8,62,36,58.1,394,7,28,6.4,10.9,1,-1,-1,0,0,0,15,120.3
4,George Kittle,SF,TE,8,57,37,64.9,584,2,82,10.2,15.8,0,0,0,0,0,0,14,112.4
5,Jared Cook,OAK,TE,7,48,36,75,474,3,45,9.9,13.2,0,0,0,0,0,0,15.3,107.4
6,Trey Burton,CHI,TE,7,38,27,71.1,343,4,47,9,12.7,1,2,2,0,0,0,12.6,88.5
7,OJ Howard,TB,TE,7,34,24,70.6,419,3,75,12.3,17.5,0,0,0,0,0,0,12,83.9
8,Rob Gronkowski,NE,TE,7,43,29,67.4,448,1,42,10.4,15.4,0,0,0,0,1,1,11.7,81.8
9,Austin Hooper,ATL,TE,7,41,33,80.5,321,2,36,7.8,9.7,0,0,0,0,0,0,11.3,79.1
10,Kyle Rudolph,MIN,TE,8,42,32,76.2,321,2,25,7.6,10,0,0,0,0,0,0,9.5,76.1
11,Jimmy Graham,GB,TE,7,49,28,57.1,370,1,54,7.6,13.2,0,0,0,0,0,0,10.6,74
12,David Njoku,CLE,TE,8,52,31,59.6,297,2,24,5.7,9.6,0,0,0,0,0,0,9.1,72.7
13,Jordan Reed,WAS,TE,7,47,29,61.7,306,1,34,6.5,10.6,0,0,0,0,1,1,9.2,64.6
14,Vance McDonald,PIT,TE,6,28,23,82.1,321,1,75,11.5,14,0,0,0,0,2,1,10.5,63.1
15,Jesse James,PIT,TE,7,24,19,79.2,283,1,46,11.8,14.9,0,0,0,0,0,0,8,56.3
16,Dallas Goedert,PHI,TE,8,21,18,85.7,188,3,32,9,10.4,0,0,0,0,0,0,6.8,54.8
17,Benjamin Watson,NO,TE,7,28,23,82.1,230,1,27,8.2,10,0,0,0,0,0,0,7.4,52
18,Mark Andrews,BAL,TE,8,26,18,69.2,194,2,30,7.5,10.8,0,0,0,0,0,0,6.2,49.4
19,CJ Uzomah,CIN,TE,8,23,17,73.9,184,2,29,8,10.8,0,0,0,0,0,0,5.9,47.4
20,Ricky Seals-Jones,ARI,TE,8,39,19,48.7,216,1,40,5.5,11.4,0,0,0,0,0,0,5.8,46.6
21,Chris Herndon IV,NYJ,TE,6,18,12,66.7,161,3,32,8.9,13.4,0,0,0,0,1,0,7.7,46.1
22,Geoff Swaim,DAL,TE,7,24,19,79.2,205,1,43,8.5,10.8,0,0,0,0,0,0,6.5,45.5
23,Evan Engram,NYG,TE,5,26,17,65.4,145,2,19,5.6,8.5,1,10,10,0,0,0,8.9,44.5
24,Cameron Brate,TB,TE,7,17,11,64.7,114,3,21,6.7,10.4,0,0,0,0,1,1,5.6,39.4
25,Tyler Eifert,CIN,TE,4,19,15,78.9,179,1,29,9.4,11.9,0,0,0,0,0,0,9.7,38.9
26,Will Dissly,SEA,TE,4,14,8,57.1,156,2,66,11.1,19.5,0,0,0,0,0,0,9.6,38.6
27,Greg Olsen,CAR,TE,4,18,12,66.7,142,2,19,7.9,11.8,0,0,0,0,0,0,9.6,38.2
28,Jack Doyle,IND,TE,3,22,15,68.2,150,1,17,6.8,10,0,0,0,0,1,1,11.7,35
29,Charles Clay,BUF,TE,8,31,19,61.3,169,0,21,5.5,8.9,0,0,0,0,1,1,4.4,34.9
30,Jeff Heuerman,DEN,TE,8,29,15,51.7,134,1,36,4.6,8.9,0,0,0,0,0,0,4.3,34.4
31,Erik Swoope,IND,TE,5,8,7,87.5,83,3,26,10.4,11.9,0,0,0,0,0,0,6.7,33.3
32,Vernon Davis,WAS,TE,7,13,10,76.9,170,1,50,13.1,17,0,0,0,0,0,0,4.7,33
33,Rhett Ellison,NYG,TE,7,17,13,76.5,117,1,17,6.9,9,0,0,0,0,0,0,4.7,32.7
34,Antonio Gates,LAC,TE,7,21,12,57.1,123,1,27,5.9,10.2,0,0,0,0,0,0,4.6,32.3
35,Jordan Thomas,HOU,TE,8,13,8,61.5,120,2,39,9.2,15,0,0,0,0,0,0,4,32
36,Mike Gesicki,MIA,TE,8,22,16,72.7,146,0,27,6.6,9.1,0,0,0,0,0,0,3.8,30.6
37,Michael Roberts,DET,TE,4,5,4,80,63,3,29,12.6,15.8,0,0,0,0,0,0,7.1,28.3
38,Nick Boyle,BAL,TE,8,27,14,51.9,136,0,25,5,9.7,0,0,0,0,0,0,3.4,27.6
39,Maxx Williams,BAL,TE,7,14,14,100,127,0,25,9.1,9.1,2,8,4,0,0,0,3.9,27.5
40,Demetrius Harris,KC,TE,7,10,5,50,94,2,35,9.4,18.8,0,0,0,0,0,0,3.8,26.4
40,Josh Hill,NO,TE,7,8,8,100,124,1,23,15.5,15.5,0,0,0,0,0,0,3.8,26.4
42,Austin Seferian-Jenkins,JAX,TE,5,20,11,55,90,1,21,4.5,8.2,0,0,0,0,0,0,5.2,26
43,Nick Vannett,SEA,TE,6,21,13,61.9,126,0,32,6,9.7,0,0,0,0,1,0,4.3,25.6
44,Jason Croom,BUF,TE,8,16,10,62.5,95,1,26,5.9,9.5,0,0,0,0,0,0,3.2,25.5
45,Virgil Green,LAC,TE,7,10,9,90,104,1,25,10.4,11.6,0,0,0,0,0,0,3.6,25.4
46,Ryan Griffin,HOU,TE,6,25,10,40,140,0,32,5.6,14,0,0,0,0,0,0,4,24
47,Darren Fells,CLE,TE,8,7,6,85.7,90,1,49,12.9,15,0,0,0,0,0,0,2.6,21
48,Luke Stocker,TEN,TE,7,9,7,77.8,74,1,31,8.2,10.6,0,0,0,0,0,0,2.9,20.4
49,Gerald Everett,LAR,TE,8,16,10,62.5,98,0,22,6.1,9.8,0,0,0,0,0,0,2.5,19.8
50,Lance Kendricks,GB,TE,7,11,7,63.6,67,1,22,6.1,9.6,0,0,0,0,0,0,2.8,19.7
50,Ian Thomas,CAR,TE,7,17,11,64.7,87,0,27,5.1,7.9,0,0,0,0,0,0,2.8,19.7
52,Niles Paul,JAX,TE,6,13,10,76.9,98,0,22,7.5,9.8,1,-3,-3,0,0,0,3.2,19.5
53,Nick O'Leary,MIA,TE,3,7,6,85.7,72,1,19,10.3,12,0,0,0,0,0,0,6.4,19.2
54,James O'Shaughnessy,JAX,TE,6,17,9,52.9,101,0,17,5.9,11.2,0,0,0,0,0,0,3.2,19.1
55,Tyler Higbee,LAR,TE,8,11,6,54.5,70,1,20,6.4,11.7,0,0,0,0,0,0,2.4,19
56,Mo Alie-Cox,IND,TE,4,6,4,66.7,84,1,34,14,21,0,0,0,0,0,0,4.6,18.4
57,Jordan Akins,HOU,TE,8,11,9,81.8,89,0,18,8.1,9.9,0,0,0,0,0,0,2.2,17.9
58,Matt LaCosse,DEN,TE,8,14,9,64.3,84,0,17,6,9.3,0,0,0,0,0,0,2.2,17.4
59,Jake Butt,DEN,TE,3,12,8,66.7,85,0,22,7.1,10.6,0,0,0,0,0,0,5.5,16.5
60,Luke Willson,DET,TE,7,13,9,69.2,58,0,13,4.5,6.4,0,0,0,0,0,0,2.1,14.8
61,Seth DeValve,CLE,TE,5,3,3,100,54,1,26,18,18,0,0,0,0,0,0,2.9,14.4
62,Ed Dickson,SEA,TE,1,2,2,100,54,1,42,27,27,0,0,0,0,0,0,13.4,13.4
63,Logan Paulsen,ATL,TE,7,3,3,100,38,1,17,12.7,12.7,0,0,0,0,0,0,1.8,12.8
64,Hayden Hurst,BAL,TE,4,8,3,37.5,36,1,26,4.5,12,1,0,0,0,0,0,3.2,12.6
65,Jordan Leggett,NYJ,TE,7,8,4,50,23,1,10,2.9,5.8,0,0,0,0,0,0,1.8,12.3
66,David Grinnage,JAX,TE,3,8,6,75,61,0,24,7.6,10.2,0,0,0,0,0,0,4,12.1
67,Garrett Celek,SF,TE,8,5,3,60,29,1,11,5.8,9.7,0,0,0,0,0,0,1.5,11.9
68,Jermaine Gresham,ARI,TE,6,7,6,85.7,68,0,26,9.7,11.3,0,0,0,0,1,1,2,11.8
69,Joshua Perkins,PHI,TE,8,11,5,45.5,67,0,30,6.1,13.4,0,0,0,0,0,0,1.5,11.7
70,AJ Derby,MIA,TE,3,3,2,66.7,35,1,19,11.7,17.5,0,0,0,0,0,0,3.8,11.5
70,Eric Tomlinson,NYJ,TE,8,10,6,60,55,0,24,5.5,9.2,0,0,0,0,0,0,1.4,11.5
72,Jonnu Smith,TEN,TE,7,13,5,38.5,44,0,12,3.4,8.8,0,0,0,0,0,0,1.3,9.4
73,Delanie Walker,TEN,TE,1,7,4,57.1,52,0,16,7.4,13,0,0,0,0,0,0,9.2,9.2
74,David Morgan,MIN,TE,7,6,5,83.3,36,0,13,6,7.2,0,0,0,0,0,0,1.2,8.6
75,Antony Auclair,TB,TE,7,5,5,100,28,0,8,5.6,5.6,0,0,0,0,0,0,1.1,7.8
76,Tyler Kroft,CIN,TE,5,6,4,66.7,36,0,16,6,9,0,0,0,0,0,0,1.5,7.6
77,Xavier Grimble,PIT,TE,7,4,3,75,44,0,22,11,14.7,0,0,0,0,0,0,1.1,7.4
78,Levine Toilolo,DET,TE,7,5,4,80,31,0,12,6.2,7.8,0,0,0,0,0,0,1,7.1
79,Rico Gathers,DAL,TE,6,6,2,33.3,46,0,32,7.7,23,0,0,0,0,0,0,1.1,6.6
80,Jacob Hollister,NE,TE,3,3,3,100,35,0,23,11.7,11.7,0,0,0,0,0,0,2.2,6.5
81,Logan Thomas,BUF,TE,6,4,3,75,31,0,24,7.8,10.3,0,0,0,0,0,0,1,6.1
82,Derek Carrier,OAK,TE,7,5,3,60,25,0,12,5,8.3,0,0,0,0,0,0,0.8,5.5
83,Lee Smith,OAK,TE,7,4,3,75,23,0,10,5.8,7.7,0,0,0,0,0,0,0.8,5.3
84,Scott Simonson,NYG,TE,8,6,2,33.3,31,0,24,5.2,15.5,0,0,0,0,0,0,0.6,5.1
85,Blake Jarwin,DAL,TE,7,6,2,33.3,27,0,16,4.5,13.5,0,0,0,0,0,0,0.7,4.7
86,Anthony Firkser,TEN,TE,2,2,2,100,25,0,18,12.5,12.5,0,0,0,0,0,0,2.2,4.5
87,Jordan Franks,CIN,TE,1,1,1,100,32,0,32,32,32,0,0,0,0,0,0,4.2,4.2
88,Eric Saubert,ATL,TE,7,4,2,50,16,0,8,4,8,0,0,0,0,0,0,0.5,3.6
89,Tyrone Swoopes,SEA,TE,1,1,1,100,23,0,23,23,23,0,0,0,0,0,0,3.3,3.3
89,Tyler Conklin,MIN,TE,8,2,2,100,13,0,7,6.5,6.5,0,0,0,0,0,0,0.4,3.3
91,Hakeem Valles,DET,TE,3,3,2,66.7,11,0,6,3.7,5.5,0,0,0,0,0,0,1,3.1
92,Dion Sims,CHI,TE,7,4,2,50,9,0,9,2.2,4.5,0,0,0,0,0,0,0.4,2.9
93,Blake Bell,JAX,TE,2,2,1,50,13,0,13,6.5,13,0,0,0,0,0,0,1.2,2.3
94,Dalton Schultz,DAL,TE,2,3,1,33.3,12,0,12,4,12,0,0,0,0,0,0,1.1,2.2
95,Orson Charles,CLE,TE,8,3,1,33.3,8,0,8,2.7,8,0,0,0,0,0,0,0.2,1.8
96,Khari Lee,BUF,TE,2,1,1,100,5,0,5,5,5,0,0,0,0,0,0,0.8,1.5
97,Matt Lengel,CIN,TE,2,2,1,50,4,0,4,2,4,0,0,0,0,0,0,0.7,1.4
98,Chris Manhertz,CAR,TE,7,2,1,50,2,0,2,1,2,0,0,0,0,0,0,0.2,1.2
99,Dwayne Allen,NE,TE,8,2,1,50,-4,0,0,-2,-4,0,0,0,0,0,0,0.1,0.6
100,James Hurst,BAL,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Gabe Holmes,ARI,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Cole Wick,SF,TE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Alex Ellis,KC,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Jeremy Sprinkle,WAS,TE,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Mason Schreck,CIN,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Darrell Daniels,SEA,TE,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Sean Culkin,LAC,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Durham Smythe,MIA,TE,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Marcedes Lewis,GB,TE,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Ben Braunecker,CHI,TE,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Johnny Mundt,LAR,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,MyCole Pruitt,TEN,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Ryan Hewitt,IND,TE,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Brian Parker,DEN,TE,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Ross Dwelley,SF,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Nick Deluca,JAX,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Deon Yelder,KC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
